text,target,category,polarity,from,to
People dress in suits or evening gowns as well as shirts jeans.
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food~prixe fixe tasting menu~prixe fixe tasting menu~NULL~,FOOD#PRICES~FOOD#QUALITY~FOOD#PRICES~SERVICE#GENERAL~,negative~positive~positive~positive~,4~32~32~0~,8~55~55~0~
"Recommendations, of course, are required!"
Please be aware that it's CASH or AMEX only!,NULL~,RESTAURANT#MISCELLANEOUS~,neutral~,0~,0~
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food~lemon salad~,FOOD#QUALITY~FOOD#QUALITY~,neutral~negative~,104~26~,108~37~
The menu is very limited - i think we counted 4 or 5 entrees.,menu~,FOOD#STYLE_OPTIONS~,negative~,4~,8~
"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",grilled branzino~,FOOD#QUALITY~,negative~,24~,40~
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor~,AMBIENCE#GENERAL~,neutral~,4~,9~
Problem is nothing at Prune is particularly memorable.,Prune~,RESTAURANT#GENERAL~,negative~,22~,27~
No plans to return anytime soon.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
This place is so much fun.,place~,AMBIENCE#GENERAL~,positive~,5~,10~
Our family never expected such incredible entertainment in a restaurant.,restaurant~,RESTAURANT#GENERAL~,positive~,61~,71~
This place must have cost the owners afortune to build.
I think the stuff was better than Disney.
Our food was great too!,food~,FOOD#QUALITY~,positive~,4~,8~
And really large portions.,portions~,FOOD#STYLE_OPTIONS~,positive~,17~,25~
The staff was the friendliest that have seen in New York.,staff~,SERVICE#GENERAL~,positive~,4~,9~
We will go back every time we are in the City.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
If you want something really different than try Jekyll and Hyde.,Jekyll and Hyde~,RESTAURANT#GENERAL~,positive~,48~,63~
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,NULL~,AMBIENCE#GENERAL~,positive~,0~,0~
The food was pretty tradional but it was hot and good with large portions.,food~portions~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,4~65~,8~73~
I highly recommend it.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
I am going to the mid town location next.
The place is a lot of fun.,place~,AMBIENCE#GENERAL~,positive~,4~,9~
My six year old loved it.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
The characters really make for an enjoyable experience.,characters~,AMBIENCE#GENERAL~,positive~,4~,14~
"The food however, is what one might expect.",food~,FOOD#QUALITY~,negative~,4~,8~
It is very overpriced and not very tasty.,NULL~NULL~,FOOD#QUALITY~FOOD#PRICES~,negative~negative~,0~0~,0~0~
"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",Jeckll and Hydes~,RESTAURANT#GENERAL~,positive~,17~,33~
We had a good time.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Service was slow had to wait to order and get food although not crowded.,Service~,SERVICE#GENERAL~,negative~,0~,7~
Drinks way over priced.,Drinks~,DRINKS#PRICES~,negative~,0~,6~
Food was good not great not worth the wait or another visit,Food~NULL~,FOOD#QUALITY~RESTAURANT#GENERAL~,neutral~negative~,0~0~,4~0~
Great pizza for lunch place.,pizza~,FOOD#QUALITY~,positive~,6~,11~
Service was quick.,Service~,SERVICE#GENERAL~,positive~,0~,7~
The pizza was great.,pizza~,FOOD#QUALITY~,positive~,4~,9~
And it was quick which is very important.,NULL~,SERVICE#GENERAL~,positive~,0~,0~
Have the iced tea.,iced tea~,DRINKS#QUALITY~,positive~,9~,17~
It was wonderful.,NULL~,DRINKS#QUALITY~,positive~,0~,0~
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",fish~service~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,63~78~,67~85~
Delivery is fast too.,Delivery~,SERVICE#GENERAL~,positive~,0~,8~
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service~seating~Delivery~sushi~,SERVICE#GENERAL~SERVICE#GENERAL~SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~positive~positive~,15~29~43~63~,22~36~51~68~
A little overpriced but worth it once you take a bite.,NULL~NULL~,FOOD#PRICES~FOOD#QUALITY~,negative~positive~,0~0~,0~0~
"Growing up in NY, I have eaten my share of bagels."
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel~,FOOD#QUALITY~,positive~,63~,68~
"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels~bagels~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,4~4~,10~10~
They have a huge selection of different cream cheeses and all of their salads are great.,salads~cream cheeses~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,71~40~,77~53~
The lox is always fresh too.,lox~,FOOD#QUALITY~,positive~,4~,7~
Highly recommended to all!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
I have to agree with the previous reviewer.
I don't get it either.
Not impressed with the food.,food~,FOOD#QUALITY~,negative~,23~,27~
Prices too high for this cramped and unappealing resturant.,resturant~resturant~,RESTAURANT#PRICES~AMBIENCE#GENERAL~,negative~negative~,49~49~,58~58~
Zero ambiance to boot.,ambiance~,AMBIENCE#GENERAL~,negative~,5~,13~
I thought this place was totally overrated.,place~,RESTAURANT#GENERAL~,negative~,15~,20~
Everything we had was good or ok....but definitely nothing great.,NULL~,RESTAURANT#GENERAL~,neutral~,0~,0~
"The ambience was nice, but service wasn't so great.",ambience~service~,AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~negative~,4~27~,12~34~
"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",NULL~NULL~,RESTAURANT#GENERAL~RESTAURANT#PRICES~,negative~negative~,0~0~,0~0~
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,Shabu-Shabu Restaurant~,RESTAURANT#GENERAL~,positive~,17~,39~
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food~feel~,FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~,55~68~,59~72~
Thius is a must for anyone who loves Shabu-Shabu.,Shabu-Shabu~,FOOD#QUALITY~,positive~,37~,48~
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere~,AMBIENCE#GENERAL~,positive~,4~,14~
The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner~staff~ambiance~,RESTAURANT#MISCELLANEOUS~RESTAURANT#MISCELLANEOUS~AMBIENCE#GENERAL~,positive~positive~positive~,4~14~73~,9~19~81~
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu~NULL~NULL~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~FOOD#STYLE_OPTIONS~,negative~positive~positive~,27~0~0~,31~0~0~
I must give it Yon out of Yon stars!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Taxan delicious!,Taxan~,FOOD#QUALITY~,positive~,0~,5~
Arigato Gozimas Yuka!
"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",NULL~,RESTAURANT#GENERAL~,positive~,5~,15~
We weren't!
The prices were CHEAP compared to the quality of service and food.,NULL~service~food~,RESTAURANT#PRICES~SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~positive~,0~49~61~,0~56~65~
"We liked it so much, that we will always make it a point to dine here when we visit New York.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Went there for an office lunch.
The location and ambience is Ok but the food is what makes up for it.,location~ambience~food~,LOCATION#GENERAL~AMBIENCE#GENERAL~FOOD#QUALITY~,neutral~neutral~positive~,4~17~40~,12~25~44~
There is a lot of variety even for people who eat vegetarian like me.,NULL~,FOOD#STYLE_OPTIONS~,positive~,0~,0~
Try green curry with vegetables.,green curry with vegetables~,FOOD#QUALITY~,positive~,4~,31~
"The quantity is also very good, you will come out satisfied.",NULL~,FOOD#STYLE_OPTIONS~,positive~,0~,0~
"The service is ok, some of the people didn't get what they asked for.",service~,SERVICE#GENERAL~,neutral~,4~,11~
I was there on sat. for my birthday and we had an excellent time.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
I had the best ravioli ever.,ravioli~,FOOD#QUALITY~,positive~,15~,22~
The wine the service was very good too.,wine~service~,DRINKS#QUALITY~SERVICE#GENERAL~,positive~positive~,4~13~,8~20~
Moderate prices.,NULL~,RESTAURANT#PRICES~,neutral~,0~,0~
A little noise but I think that was because of our party!,NULL~,AMBIENCE#GENERAL~,neutral~,0~,0~
Molto bene!
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,trattoria~trattoria~,AMBIENCE#GENERAL~RESTAURANT#GENERAL~,positive~positive~,25~25~,34~34~
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food~dishes~specials~regular menu-fare~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~positive~,4~72~33~49~,8~78~41~66~
"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",parmesean porcini souffle~lamb glazed with balsamic vinegar~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,17~50~,42~83~
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light~food~service~tables~,AMBIENCE#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~positive~negative~,49~63~80~13~,61~67~87~19~
A guaranteeed delight!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food~wine~food~wine~,FOOD#QUALITY~DRINKS#QUALITY~FOOD#PRICES~DRINKS#PRICES~,positive~positive~positive~positive~,99~108~99~108~,103~112~103~112~
"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",marinara/arrabiatta sauce~mozzarella en Carozza~NULL~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,19~50~0~,44~71~0~
Check out the secret back room.,back room~,AMBIENCE#GENERAL~,positive~,21~,30~
Old school meets New world.
I pray it stays open forever.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Thank You Emilio.,Emilio~,RESTAURANT#GENERAL~,positive~,10~,16~
Ciao Bella
"I found the food, service and value exceptional everytime I have been there.",food~service~NULL~,FOOD#QUALITY~SERVICE#GENERAL~RESTAURANT#PRICES~,positive~positive~positive~,12~18~0~,16~25~0~
The food was authentic.,food~,FOOD#QUALITY~,positive~,4~,8~
I felt as though I were eating in Paris.,NULL~,FOOD#QUALITY~,positive~,0~,0~
The service was excellent - friendly and attentive.,service~,SERVICE#GENERAL~,positive~,4~,11~
The prices are wonderfully low.,NULL~,RESTAURANT#PRICES~,positive~,0~,0~
Very good wine choices.,wine choices~,DRINKS#STYLE_OPTIONS~,positive~,10~,22~
I can't believe people complain about no cheese sticks?
Who has room for Cheesesticks with the best pizza in NYC!,pizza~,FOOD#QUALITY~,positive~,44~,49~
Get the pepperoni - YUM - and a family style salad.,pepperoni~family style salad~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,8~32~,17~50~
Great staff.,staff~,SERVICE#GENERAL~,positive~,6~,11~
Always great service!,service~,SERVICE#GENERAL~,positive~,13~,20~
I go twice a month!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Fantastic!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"The food is good, I can't lie.",food~,FOOD#QUALITY~,positive~,4~,8~
But the staff was so horrible to us.,staff~,SERVICE#GENERAL~,negative~,8~,13~
The hostess and the waitress were incredibly rude and did everything they could to rush us out.,hostess~waitress~,SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~,4~20~,11~28~
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress~,SERVICE#GENERAL~,negative~,40~,48~
"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",place~food~service~,RESTAURANT#PRICES~FOOD#QUALITY~SERVICE#GENERAL~,negative~positive~negative~,5~35~61~,10~39~68~
Save yourself the time and trouble and skip this one!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
I'll keep this short.
Amma is nothing special.,Amma~,RESTAURANT#GENERAL~,neutral~,0~,4~
The two star chefs left quite some time ago to open their own place.
I ate here a week ago and found most dishes average at best and too expensive.,dishes~dishes~,FOOD#QUALITY~FOOD#PRICES~,negative~negative~,37~37~,43~43~
Will not be back.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",vegetarian dishes~non-veg selections~,FOOD#QUALITY~FOOD#QUALITY~,negative~positive~,31~89~,48~107~
Decor is nice though service can be spotty.,Decor~service~,AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~negative~,0~21~,5~28~
This place is always packed.,place~,RESTAURANT#MISCELLANEOUS~,neutral~,5~,10~
I know because I live nearby.
"Most importantly, food is excellent.",food~,FOOD#QUALITY~,positive~,18~,22~
Try the sea bass.,sea bass~,FOOD#QUALITY~,positive~,8~,16~
Highly recommended.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
First of all Dal Bukhara Rocks.,Dal Bukhara~,FOOD#QUALITY~,positive~,13~,24~
As a student in NYU i need a place to eat after a hard day of work so usually i just go to any indian restraunt near by. 
but ive heard a lot about this for the past 2 yrs and finally decided to eat here.
I am happy i did the food was awsome.,food~,FOOD#QUALITY~,positive~,21~,25~
JUST AWSOME.,NULL~,FOOD#QUALITY~,positive~,0~,0~
and yes Dal Bukhara is so dam good and so are all the kababs.,kababs~Dal Bukhara~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,54~8~,60~19~
They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.
but overall i give it a 10,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
10,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
I haven't been to the other locations.
Haru on Park S is simply disgusting.,Haru on Park S~,RESTAURANT#GENERAL~,negative~,0~,14~
The fish was not fresh and the rice tasted old and stale.,fish~rice~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,4~31~,8~35~
"Quite frankly, this is some of the worst sushi I have ever tried.",sushi~,FOOD#QUALITY~,negative~,41~,46~
Will never be back.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
honestly the worst sushi my husband and i had in our entire lives.,sushi~,FOOD#QUALITY~,negative~,19~,24~
"believe us, we've been eating sushi for over 15 yrs."
not sure why this restaurant would be rated that highly.,restaurant~,RESTAURANT#GENERAL~,negative~,18~,28~
the all-u-can-eat sushi is definitely in very poor quality.,all-u-can-eat sushi~,FOOD#QUALITY~,negative~,4~,23~
"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",menu~ingredients~fish~rice~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~,negative~negative~negative~negative~,8~26~53~70~,12~37~57~74~
"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",soy sauce~rice~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,56~108~,65~112~
the waitstaffs are nice though.,waitstaffs~,SERVICE#GENERAL~,positive~,4~,14~
wont come back again for sure!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
I have been to Roth's twice and both times were very disappointing.,Roth's~,RESTAURANT#GENERAL~,negative~,15~,21~
Once for dinner and once for brunch.
"Both times I was extremely dissappointed by the service, which was boarderline rude.",service~,SERVICE#GENERAL~,negative~,48~,55~
They wouldnt even let me finish my glass of wine before offering another.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Much of the time it seems like they do not care about you.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"The dinner was ok, nothing I would have again.",dinner~,FOOD#QUALITY~,negative~,4~,10~
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict~,FOOD#QUALITY~,negative~,12~,25~
This was a great surprise.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
With the theater 2 blocks away we had a delicious meal in a beautiful room.,meal~room~NULL~,FOOD#QUALITY~AMBIENCE#GENERAL~LOCATION#GENERAL~,positive~positive~positive~,50~70~0~,54~74~0~
The service was attentive.,service~,SERVICE#GENERAL~,positive~,4~,11~
I look forward to eating here again,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Planet Thai is great!,Planet Thai~,RESTAURANT#GENERAL~,positive~,0~,11~
"We love the food, drinks, and atmosphere!",food~drinks~atmosphere~,FOOD#QUALITY~DRINKS#QUALITY~AMBIENCE#GENERAL~,positive~positive~positive~,12~18~30~,16~24~40~
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",svc~restaurant~,SERVICE#GENERAL~RESTAURANT#GENERAL~,negative~positive~,4~79~,7~89~
"Try the Pad Thai, it's fabulous and their prices are so cheap!",Pad Thai~NULL~,FOOD#QUALITY~RESTAURANT#PRICES~,positive~positive~,8~0~,16~0~
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",portions~food~NULL~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~RESTAURANT#PRICES~,positive~positive~positive~,42~68~0~,50~72~0~
"Just remember, the later you go, the longer you may have to wait."
It's popular w/the late crowd.
"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches~sandwiches~,FOOD#STYLE_OPTIONS~FOOD#PRICES~,negative~negative~,10~10~,20~20~
"Overall, not worth the money.",NULL~NULL~,RESTAURANT#GENERAL~RESTAURANT#PRICES~,negative~negative~,0~0~,0~0~
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere~NULL~,AMBIENCE#GENERAL~RESTAURANT#GENERAL~,positive~negative~,15~0~,25~0~
I love Indian food and consider myself to be quite an expert on it.
Chennai Garden is my favorite Indian restaurant in the city.,Chennai Garden~,RESTAURANT#GENERAL~,positive~,0~,14~
They have authentic Indian at amazin prices.,Indian~Indian~,FOOD#QUALITY~FOOD#PRICES~,positive~positive~,20~20~,26~26~
This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,dishes~,FOOD#STYLE_OPTIONS~,negative~,49~,55~
The seats are uncomfortable if you are sitting against the wall on wooden benches.,seats~,AMBIENCE#GENERAL~,negative~,4~,9~
It's a rather cramped and busy restaurant and it closes early.,restaurant~restaurant~,RESTAURANT#MISCELLANEOUS~AMBIENCE#GENERAL~,negative~negative~,31~31~,41~41~
Patroon features a nice cigar bar and has great staff.,cigar bar~staff~,AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~positive~,24~48~,33~53~
The food is tasty and portion sizes are appropriate.,food~portion sizes~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,4~22~,8~35~
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,restaurant~,RESTAURANT#MISCELLANEOUS~,positive~,15~,25~
Not a great place for family or general dining.,place~,RESTAURANT#MISCELLANEOUS~,negative~,12~,17~
LLOOVVE THIS PLACE.,PLACE~,RESTAURANT#GENERAL~,positive~,13~,18~
Food is excellent.,Food~,FOOD#QUALITY~,positive~,0~,4~
Fish is so very fresh.,Fish~,FOOD#QUALITY~,positive~,0~,4~
Waitstaff are very friendly.,Waitstaff~,SERVICE#GENERAL~,positive~,0~,9~
Love YUKA.,YUKA~,RESTAURANT#GENERAL~,positive~,5~,9~
Mermaid Inn is an overall good restaurant with really good seafood.,seafood~Mermaid Inn~,FOOD#QUALITY~RESTAURANT#GENERAL~,positive~positive~,59~0~,66~11~
The menu is limited but almost all of the dishes are excellent.,menu~dishes~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,negative~positive~,4~42~,8~48~
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich~spaghetti with Scallops and Shrimp~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,4~37~,20~71~
The service is good and ambience is good for a date or group outing.,service~ambience~,SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,4~24~,11~32~
The only fallback on this restaurant is the prices.,restaurant~,RESTAURANT#PRICES~,negative~,26~,36~
"Even though its good seafood, the prices are too high.",seafood~seafood~,FOOD#QUALITY~FOOD#PRICES~,positive~negative~,21~21~,28~28~
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich~lobster sandwich~lobster sandwich~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~FOOD#PRICES~,positive~negative~negative~,4~4~4~,20~20~20~
Went to Village last night for my birthday.
"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect."
We were very pleasantly surprised.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food~halibut special~steak~service~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~positive~positive~,4~32~64~80~,8~47~69~87~
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter~,SERVICE#GENERAL~,positive~,100~,106~
Truly the mark of an attentive waiter.,waiter~,SERVICE#GENERAL~,positive~,31~,37~
I highly recommend the restaurant based on our experience last night.,restaurant~,RESTAURANT#GENERAL~,positive~,23~,33~
We ate at this Thai place following the reviews but very unhappy with the foods.,foods~,FOOD#QUALITY~,negative~,74~,79~
We thought that this place is using too much of MSG cooking in the foods.,foods~,FOOD#QUALITY~,negative~,67~,72~
Why?
"They don't concern much of customer's health, just want to make money.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
please don't fool us.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
I visit New Green Bo when I have money or when I am broke.
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",jelly fish~drunken chicken~soupy dumplings~stir fry blue crab~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~positive~,16~28~52~83~,26~43~67~101~
The food is so cheap and the waiters are nice.,food~waiters~,FOOD#PRICES~SERVICE#GENERAL~,positive~positive~,4~29~,8~36~
"Of course, it is crowded but who cares.",NULL~,RESTAURANT#MISCELLANEOUS~,neutral~,0~,0~
Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,NULL~,RESTAURANT#MISCELLANEOUS~,positive~,0~,0~
Have frequented 'ino for several years and the food remains excellent.,food~,FOOD#QUALITY~,positive~,47~,51~
Cheese plate is a varied delight and great bargain at $10.,Cheese plate~Cheese plate~Cheese plate~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~FOOD#PRICES~,positive~positive~positive~,0~0~0~,12~12~12~
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas~paninis~tramezzinis~,FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~,positive~positive~positive~,23~36~45~,34~43~56~
"(The asparagus, truffle oil, parmesan bruschetta is a winner!)","asparagus, truffle oil, parmesan bruschetta~",FOOD#QUALITY~,positive~,5~,48~
Wine list is extensive without being over-priced.,Wine list~Wine list~,DRINKS#STYLE_OPTIONS~DRINKS#PRICES~,positive~positive~,0~0~,9~9~
"Be sure to try the seasonal, and always delicious, specials.",specials~,FOOD#QUALITY~,positive~,51~,59~
Definitely a neighborhood favorite.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
I loved this place!!,place~,RESTAURANT#GENERAL~,positive~,13~,18~
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere~,AMBIENCE#GENERAL~,positive~,50~,60~
"The food was very good, a great deal, and the place its self was great.",food~food~place~,FOOD#QUALITY~FOOD#PRICES~AMBIENCE#GENERAL~,positive~positive~positive~,4~4~46~,8~8~51~
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff~,SERVICE#GENERAL~,positive~,4~,14~
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people~Cafe Noir~,SERVICE#GENERAL~RESTAURANT#GENERAL~,negative~positive~,56~7~,62~16~
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service~,SERVICE#GENERAL~,negative~,4~,11~
"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress~,SERVICE#GENERAL~,negative~,4~,12~
"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager~,SERVICE#GENERAL~,negative~,17~,24~
"We did tip, I guess the model/waitress just wanted more and complained to the manager.",waitress~,SERVICE#GENERAL~,negative~,30~,38~
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff~Cafe Noir~,SERVICE#GENERAL~RESTAURANT#GENERAL~,negative~positive~,82~52~,87~61~
Pizza here is consistently good.,Pizza~,FOOD#QUALITY~,positive~,0~,5~
Salads are a delicious way to begin the meal.,Salads~,FOOD#QUALITY~,positive~,0~,6~
You should pass on the calamari.,calamari~,FOOD#QUALITY~,negative~,23~,31~
It is thick and slightly soggy.,NULL~,FOOD#QUALITY~,negative~,0~,0~
Decor is charming.,Decor~,AMBIENCE#GENERAL~,positive~,0~,5~
Service is average.,Service~,SERVICE#GENERAL~,neutral~,0~,7~
What a great place.,place~,RESTAURANT#GENERAL~,positive~,13~,18~
I came into the city to try out this restaurant because a friend had recommended it to my husband.
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience~NULL~food~,AMBIENCE#GENERAL~RESTAURANT#PRICES~FOOD#QUALITY~,positive~positive~positive~,4~0~80~,12~0~84~
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",NULL~,SERVICE#GENERAL~,neutral~,0~,0~
I would definitely recommend SEA if you like thai cuisine!,thai cuisine~,FOOD#QUALITY~,positive~,45~,57~
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service~,SERVICE#GENERAL~,negative~,49~,65~
"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman~,SERVICE#GENERAL~,negative~,2~,11~
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
Never again!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
I absolutely Loved this place.,place~,RESTAURANT#GENERAL~,positive~,24~,29~
"My friends spoke so much about it for months, I finally made the time to come down ear and dine in."
"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere~dishes~service~,AMBIENCE#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~positive~,10~32~57~,20~38~64~
this is can became on e of the NY Italian Food fare institutions.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
I think that it is absolutely brilliant and well runned business operation.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
