text,target,category,polarity,from,to
"Заказывали салаты и горячее(стейк из лосося и блюдо под названием ""сытая хавронья"" из свинины).",,,,,
Принесли быстро.,NULL~,SERVICE#GENERAL~,positive~,0~,0~
"Крепкого алкоголя, кроме пива у них пока нет, видимо с лицензией проблемы, но медовуха оказалась очень даже приятной.",алкоголя~медовуха~,FOOD#STYLE_OPTIONS~DRINKS#QUALITY~,neutral~positive~,9~78~,17~86~
"Хотелось бы, конечно, большего разнообразия в меню, но так как они недавно открылись, думаю, со временем все у них наладится.",меню~,FOOD#STYLE_OPTIONS~,neutral~,46~,50~
Для встречи с друзьями было выбрано данное заведение в основном благодаря отзывам.,,,,,
"Ну во-первых, хочется отметить одно маленькое разочарование, которое меня охватило сразу же: интерьер.",интерьер~,AMBIENCE#GENERAL~,negative~,93~,101~
Я действительно ожидала увидеть нечто большее.,NULL~,AMBIENCE#GENERAL~,negative~,0~,0~
Не буду нудно расписывать что и как не так.
"Просто осталось чувство, что столь интересную задумку gangster bar-а не до конца смогли реализовать.",gangster bar-а~,AMBIENCE#GENERAL~,negative~,54~,68~
"Черно-белые плакаты, кирпичные стены...",,,,,
"Во-вторых: Встреча гостей в ресторане- отсутствовала, мы стояли ждали...оглядывались, пару официантов делали свои дела...",Встреча гостей~официантов~,SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~,11~91~,25~101~
"Не дождавшись хоть какого-то внимания в наш адрес, подошли к ближайшей девушке-официанту, и попросили посадить нас за столик, заказанный ранее.",девушке-официанту~,SERVICE#GENERAL~,negative~,71~,88~
Провели.,,,,,
Усадили.,,,,,
Дальше было лучше.,,,,,
"Заказ принимали быстро, еду приносили тоже достаточно быстро, убирали пустые тарелки, бокалы вовремя.",NULL~,SERVICE#GENERAL~,positive~,0~,0~
Сама еда-названия соответствуют выбранному стилю заведения.,еда~заведения~,FOOD#STYLE_OPTIONS~RESTAURANT#GENERAL~,neutral~neutral~,5~49~,8~58~
"Хотя на деле, ничего особенного и не предлагают.",NULL~,FOOD#STYLE_OPTIONS~,negative~,0~,0~
"Персонал улыбчивый, приветливый.",Персонал~,SERVICE#GENERAL~,positive~,0~,8~
Сырная тарелка оставляет желать лучшего-для любителей сыра ее ну просто ОЧЕНЬ мало:),Сырная тарелка~,FOOD#STYLE_OPTIONS~,negative~,0~,14~
"Салат цезарь-тарелка капусты, и три тонюсеньких (0,3см) ломтика курицы, сухарики, соус.",Салат цезарь~курицы~,FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~,negative~negative~,0~64~,12~70~
Из блюд больше ничего нареканий не вызвало.,блюд~,FOOD#QUALITY~,neutral~,3~,7~
"В итоге, хочу сделать вывод: соотношение цена-качество выдержано.",NULL~,RESTAURANT#PRICES~,positive~,0~,0~
Отличное место для большой компании.,место~,RESTAURANT#GENERAL~,positive~,9~,14~
Ресторан интересный.,Ресторан~,RESTAURANT#GENERAL~,positive~,0~,8~
Бываем там достаточно часто и не разу не уходили разочарованные.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Интерьер делится на 3 этажа на каждом свой.,,,,,
Первый мне не нравится.,NULL~,AMBIENCE#GENERAL~,negative~,0~,0~
Почему-то не оставляет ощущение столовой(хотя по сути это не так),столовой~,AMBIENCE#GENERAL~,negative~,32~,40~
Стулья не удобные.,Стулья~,AMBIENCE#GENERAL~,negative~,0~,6~
Много столов в центре.,столов~,AMBIENCE#GENERAL~,negative~,6~,12~
Нет ощущения уюта.,NULL~,AMBIENCE#GENERAL~,positive~,0~,0~
"Третий, как я понимаю, в основном для банкетов... тоже ничего особенного.",NULL~,AMBIENCE#GENERAL~,neutral~,0~,0~
А вот второй этаж очень уютный.,второй этаж~,AMBIENCE#GENERAL~,positive~,6~,17~
Диванчики...,,,,,
Приглушенный свет... и все такое.,свет~,AMBIENCE#GENERAL~,positive~,13~,17~
Меню достаточно разнообразное.,Меню~,FOOD#STYLE_OPTIONS~,positive~,0~,4~
"Очень нравится цезарь с лососем.(очень свежий, хрустящий и главное с очень мало соленой рыбой)",цезарь с лососем~мало соленой рыбой~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,15~75~,31~93~
Говядина по-дижонски.,,,,,
Приносят прямо на сковородке запеченная под сыром и помидорами.,сыром~помидорами~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,44~52~,49~62~
Очень вкусно.,NULL~,FOOD#QUALITY~,positive~,0~,0~
Десерты очень хороши!!!,Десерты~,FOOD#QUALITY~,positive~,0~,7~
Фроузен парфе просто восторг!,Фроузен парфе~,FOOD#QUALITY~,positive~,0~,13~
Обслуживание очень хорошее.,Обслуживание~,RESTAURANT#GENERAL~,positive~,0~,12~
Бывает конечно что-нибудь «накосячат»...но в этом случае приносят какой-нибудь комплимент.(так было дважды),комплимент~,SERVICE#GENERAL~,positive~,79~,89~
Цены чуть выше среднего.,NULL~,RESTAURANT#PRICES~,neutral~,0~,0~
"Ресторан как нельзя лучше подходит как для романтического ужина ,так и для празднования например дня рождения.",Ресторан~,RESTAURANT#GENERAL~,positive~,0~,8~
Обязательно вернемся туда ещё.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Начиталась я тут отзывов о данном ресторане и все же решилась посетить его.
"Ожидала тихий ужас, а получилось наоборот,вот теперь отзывам доверять не буду ,лучше самой проверить."
"Зашла с подругой в четверг днем,решили пообедать.",,,,,
"Нас встретила очень милая девушка проводила в зал для не курящих,народу было скажем не мало,после прочтенных отзывов ожидала ,что буду сидеть в пустом зале ,но нет, свободных было только два столика у прохода,там мы и сели.",девушка~,SERVICE#GENERAL~,positive~,26~,33~
"Заказала я салат,большую порцию,как ни странно его принесли в большом количестве,из горячего заказала стейк из телятины,мясо было мягким и сочным,и конечно же мое самое любимое это десерт,заказала тирамису,и правильно сделала,очень вкусный десерт.",салат~стейк из телятины~мясо~тирамису~десерт~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~positive~positive~,11~102~120~197~240~,16~119~124~205~246~
Теперь всегда буду его у них есть .,NULL~,FOOD#QUALITY~,positive~,0~,0~
"Обслуживание мне понравилось ,достаточно быстро все принесли,на столе использованные тарелки не задерживались ,официанты всех оперативно обслуживали ,я специально следила за ними ))),просто хотелось сравнить отзывы с реальностью ,оказалось отзывы были ошибочными ,хотя может мне просто повезло,и все же я туду еще пойду.",Обслуживание~официанты~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~,0~111~,12~120~
"А на счет интерьера то мне понравился,спокойный непринужденный,все чистенько и аккуратно,без пафоса.",интерьера~,AMBIENCE#GENERAL~,positive~,10~,19~
Летом 2009 года были с женой в этом ресторане дважды.,,,,,
"К чему нет претензий, так это к меню, интерьеру и пиву.",меню~интерьеру~пиву~,FOOD#STYLE_OPTIONS~AMBIENCE#GENERAL~DRINKS#QUALITY~,neutral~neutral~neutral~,32~38~50~,36~47~54~
Очень уютно (не забывайте - это пивной ресторан с присущей подобному заведению атмосферой).,атмосферой~,AMBIENCE#GENERAL~,positive~,79~,89~
"Богатое меню, есть из чего выбрать.",меню~,FOOD#STYLE_OPTIONS~,positive~,8~,12~
Блюда на любой вкус.,Блюда~,FOOD#STYLE_OPTIONS~,positive~,0~,5~
"Отличное темное пиво (светлое не пробовал, больше уважаю темное).",темное пиво~,DRINKS#QUALITY~,positive~,9~,20~
Где-то попался на глаза комментарий про нерасторопных и грубых официанток - это не так.
"Оба раза были обслужены крайне вежливо, остались довольны.",NULL~,SERVICE#GENERAL~,positive~,0~,0~
"Может, чуть дольше, чем хотелось бы, но во-первых, тут все зависит не только от официанток, но и от поваров, а во-вторых длительное ожидание было компенсировано вежливостью и внимательностью.",NULL~,SERVICE#GENERAL~,neutral~,0~,0~
Вопрос только к поварам.,,,,,
"Оба раза заказывали практически одно и тоже, но если в первый раз всё было безумно вкусно, то во второй сложилось впечатление, что готовят студенты."
Видимо попалась другая смена.,,,,,
"Не могу сказать, что во второй раз было несъедобно.",NULL~,FOOD#QUALITY~,neutral~,0~,0~
Нормально.,,,,,
Но не более.,,,,,
Но контраст с первым разом на лицо.,,,,,
Даже по внешнему виду блюд.,,,,,
Может эту вторую смену обидел в тот день кто? :),,,,,
"В мае с друзьями вновь едем в Питер и обязательно зайдем в ""Гусыню"".",Гусыню~,RESTAURANT#GENERAL~,positive~,60~,66~
"Будем надеяться, попадётся ""первая"" смена.",,,,,
"Прочитала последние отзывы, и была весьма удивлена.",,,,,
"Дело в том, что являюсь постоянным посетителем Токио уже несколько лет, и считаю. что в нашем районе это одно из лучших мест, куда можно пойти.",Токио~мест~,RESTAURANT#GENERAL~RESTAURANT#GENERAL~,positive~positive~,47~120~,52~124~
Пока у меня к ним не было особых претензий.,NULL~,RESTAURANT#GENERAL~,neutral~,0~,0~
"Очень вкусная еда (и главное-свежая рыба!), причем совсем недорого, есть возможность разнообразить японское меню европейской кухней.",NULL~еда~рыба~японское меню~европейской кухней~,FOOD#PRICES~FOOD#QUALITY~FOOD#QUALITY~FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~,positive~positive~positive~positive~positive~,0~14~36~99~113~,0~17~40~112~131~
"Абсолютно адекватный персонал, приятный интерьер.",персонал~интерьер~,SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,21~40~,29~48~
"Единственный минус- иногда приходится долго ждать заказ, и можно не найти свободный столик, но мы последнее время всегда заказываем стол по телефону, и накладок не было. хочется сказать спасибо ресторану.",NULL~ресторану~,SERVICE#GENERAL~RESTAURANT#GENERAL~,negative~positive~,0~194~,0~203~
"Токио, мы с вами! p.s. там всегда многолюдно, мне кажется, это показатель того, что ресторан пользуется неплох. столько людей не могут ошибаться",Токио~ресторан~,RESTAURANT#GENERAL~RESTAURANT#GENERAL~,positive~positive~,0~84~,5~92~
Уютная и тёплая домашняя обстановка!,обстановка~,AMBIENCE#GENERAL~,positive~,25~,35~
"Милый и отзывчивый персонал, очень внимательное обслуживание.",персонал~обслуживание~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~,19~48~,27~60~
"Еда, стоит ли говорить, что трудно удивить человека, привыкшего и знающего грузинскую кухню.",Еда~,FOOD#QUALITY~,positive~,0~,3~
"Могу сказать одно, я была приятно удивлена!",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Спасибо персоналу, ему удается создать ощущение, что этот ресторан - особенное место где каждый чувствует себя долгожданным гостем!)))))))))))",персоналу~ресторан~место~,SERVICE#GENERAL~RESTAURANT#GENERAL~RESTAURANT#GENERAL~,positive~positive~positive~,8~58~79~,17~66~84~
"очень люблю это место,бываю там каждую неделю и думаю буду посещать так же часто, т.к. для меня оно идеально во всех отношениях.",место~,RESTAURANT#GENERAL~,positive~,16~,21~
"Атмосфера спокойная и комфортная, интерьер именно такой какой нужно, особо не привлекает внимание, но в целом приятен и ненавящив, очень расслабляет, и музыка этому способствует.",Атмосфера~интерьер~музыка~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~AMBIENCE#GENERAL~,neutral~neutral~neutral~,0~34~152~,9~42~158~
"официанты очень милые, может потому что уже все знакомые лица, не знаю, так что тут возможно необъективная оценка) но такое впечатление было и в первое посещение.",официанты~,SERVICE#GENERAL~,positive~,0~,9~
Кухня...это нечто.,Кухня~,FOOD#QUALITY~,positive~,0~,5~
"Всё,что я пробовала в этом месте-великолепно!",NULL~,FOOD#QUALITY~,positive~,0~,0~
Абсолютно всё!,,,,,
"паста - особенно, просто чудо, думаю, нужно попробовать каждому.",паста~,FOOD#QUALITY~,positive~,0~,5~
Из десертов стоит попробовать теплый шоколадный торт с ванильным мороженым - очень очень...,шоколадный торт с ванильным мороженым~,FOOD#QUALITY~,positive~,37~,74~
"Кто еще не был в этом месте думаю стоит посетить, и ради панорамного вида, и ради вкусной кухни, и просто чтоб окунуться в расслабляющую обстановку 7-ого неба..",месте~панорамного вида~кухни~обстановку~,RESTAURANT#GENERAL~LOCATION#GENERAL~FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~positive~positive~,22~57~90~137~,27~73~95~147~
В эти выходные отмечала день рождения в этом ресторане.,,,,,
"Столик заказала заранее,попросила посадить поуютнее-не разочаровали,посадили именно туда куда и хотели.",NULL~,SERVICE#GENERAL~,neutral~,0~,0~
"Интерьер очень приятный,играет спокойная музыка.",Интерьер~музыка~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~neutral~,0~41~,8~47~
"Кухня очень понравилась,особенно мясо (говядина с рукколой) и десерты(грушевый наполеон).",Кухня~мясо~говядина с рукколой~десерты~грушевый наполеон~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~positive~positive~,0~33~39~62~70~,5~37~58~69~87~
"Все гости остались очень довольны,спасибо большое!!!",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"С обслуживанием повезло,попалась милая девушка,которая подробно рассказывала и отвечала на все вопросы с улыбкой.",обслуживанием~девушка~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~,2~39~,15~46~
Придем еще обязательно!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Зашел в это местечко после работы поужинать.,,,,,
"Встретили приветливые девушки, спросили забронирован ли столик.",девушки~,SERVICE#GENERAL~,positive~,22~,29~
"Столик я заранее не бронировал, поэтому проводили на второй этаж и предложили присесть у лестницы.",,,,,
"Поэтому пришел к выводу, что надо там заранее бронировать столик в более удобном месте.",,,,,
"Официанты очень приветливые, постоянно смотрят за посетителями, поэтому долго ждать не пришлось, что очень приятно.",Официанты~,SERVICE#GENERAL~,positive~,0~,9~
"Меню довольно интересное, больше имеет восточную направленность, но главное по ценам очень демократичное.",Меню~Меню~,FOOD#STYLE_OPTIONS~FOOD#PRICES~,positive~positive~,0~0~,4~4~
"В первый раз попробовал жареного осьминога, конечно сравнивать не с чем, но мне понравилось)))",жареного осьминога~,FOOD#QUALITY~,positive~,24~,42~
"Интерьер довольно симпатичный, мало освещения, но зато ставятся свечи на стол.",Интерьер~свечи~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,0~64~,8~69~
Стены создают впечатление винного погреба.,,,,,
"Думаю, если стоит задача найти уютное недорогое местечко в районе метро московская, то это наверно один из лучших вариантов.",местечко~местечко~местечко~,AMBIENCE#GENERAL~RESTAURANT#PRICES~RESTAURANT#GENERAL~,positive~positive~positive~,48~48~48~,56~56~56~
"Думаю, что обязательно еще раз туда схожу!",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Были в пятницу (19.03.10), заказывали столик для родительского праздника на воскресенье, заодно и попробовали немного кухню сами.",,,,,
"Взяли шашлык по азейрбаджански (из баранины), хачипури Имеритенское, салат Байрам и овощи на гриле.",,,,,
"Хачипури немного подкачало, показалось что маловато сыра, хотя наверное на любителя.",Хачипури~сыра~,FOOD#QUALITY~FOOD#QUALITY~,neutral~neutral~,0~52~,8~56~
"Салат сочный и вкусный, баранина и овощи очень достойные.",Салат~баранина~овощи~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,0~24~35~,5~32~40~
Сервис оставляет приятное впечатление.,Сервис~,SERVICE#GENERAL~,positive~,0~,6~
"Официант ненавязчивы, но учтивый...очень хорошее сочетание.",Официант~,SERVICE#GENERAL~,positive~,0~,8~
"Интерьер к сожалению не оценил...на уровне, но не более, хотя может быть для приятного обеда более и не надо.",Интерьер~обеда~,AMBIENCE#GENERAL~FOOD#QUALITY~,neutral~positive~,0~87~,8~92~
Родители остались очень довольны.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Особенно хочется выразить признательность администратору, работавшему в эти дни (к сожалению не запомнил имя девушки).",администратору~,SERVICE#GENERAL~,positive~,42~,56~
"Очень хотелось, чтобы родителям понравилось, и сервис оказался выше всяких похвал.",сервис~,SERVICE#GENERAL~,positive~,47~,53~
"Были на 8 марта, приятно удивлены и обслуживанием и кухней!",обслуживанием~кухней~,SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~,36~52~,49~58~
"Раньше ездили в паб на Стачек, пока совсем не разочаровались(((("
Испортилось все!
"Официанты работают ужасно, не дозовешься, все нужно долго ждать, то что приносили из еды - как в столовой, что-то остывшее, что-то невкусное."
"Вообщем больше туда не ногой. 8 марта были у друзей и те предложили сходить в ""билл-хук"" в Купчино."
"Еще раз скажу, что были удивлены (в хорошем смысле).",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Интерьер похож на первый паб, довольно уютно: диваны, камин.",Интерьер~диваны~камин~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~positive~,0~46~54~,8~52~59~
Народу было много.,,,,,
"Нас обслуживал молодой человек, и надо сказать, что обслуживал так что уходить потом не хотели)))",молодой человек~,SERVICE#GENERAL~,positive~,15~,30~
"С шутками, с хорошим настроением, быстро, вкусно и качественно.",NULL~NULL~,SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~,0~0~,0~0~
"Вообщем нам всем очень понравилось, будем постоянными гостями!!!",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Большое спасибо за такое отличное заведение!,заведение~,RESTAURANT#GENERAL~,positive~,34~,43~
"Что я могу сказать:""ПЛОХО, ОЧЕНЬ ПЛОХОЙ РЕСТОРАН!!!!"" Почитала отзывы, наверное я живу на другой планете, ВСЁ написанное враньё!!!"
Интерьер не то что оставляет желает лучшего......!!!!! такого я не видела давно.,Интерьер~,AMBIENCE#GENERAL~,negative~,0~,8~
"Ладно, первый зал проходной, но там есть столики,надеюсь они всегда пустые... похож на магазин , где стоят холодильники с мороженным!",зал~,AMBIENCE#GENERAL~,negative~,14~,17~
"Два других зала нормальные, конечно до хороших) им ползти и ползти..., но вот еда!!!!!",зала~еда~,AMBIENCE#GENERAL~FOOD#QUALITY~,neutral~negative~,11~78~,15~81~
"Я заказала баклажаны жаренные( в сладком соусе) ...мне есть с чем сравнивать..... я попробовала и очень расстроилась(((( такое г... я ещё не ела, они были пресные(хотя в соусе), а соус!!!! такое ощущение, что туда высморкались все с кухни!!!!!!",баклажаны жаренные~соус~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,11~180~,29~184~
"есть я это не стала, выпила сок ,заказывать побоялась.",NULL~,DRINKS#QUALITY~,negative~,0~,0~
"Размер блюд это не самое главное в китайской кухне, вкус, ВКУС!!!!"
"Человек должен получать удовольствие от приема пищи, а не думать весь вечер из чего сделан соус!!!"
"Очень хочется думать, что люди писали правду, а мне всего лишь не повело, но увы,... туда я больше не пойду!!!!",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Господа!пишите правду!,,,,,
P.,,,,,
"S. только один отзыв соответствовал правде, но ей повезло больше чем мне)))))",,,,,
"Вчера с друзьями, решили все таки посетить, столь расхваленное заведение, но уже со входа, я начала разочаровываться.",заведение~,RESTAURANT#GENERAL~,negative~,63~,72~
"Как только зашли, нас никто не обязался встретить, на первом этаже, было чье-то день рождение, судя по всему, детское(хотя я не думаю, что Манилов, то заведение, где стоит устраивать детские праздники).",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Далее мы поднялись на второй этаж, опять же нас никто не встретил, и вообще зал ресторана был пуст, только какая то компания, которая нам разрешила пройти(кто это был, без понятия, или администрация, которая уже начала праздновать 8 марта, то ли очень наглые гости).",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Через минут 10 подошел официант, принял заказ, заказали коктейли, пасту и греческий салат с курицей.",официант~,SERVICE#GENERAL~,negative~,23~,31~
"Заказ ждали долго, если учесть, что паста, салат максимум готовятся полчаса, мы ждали час.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Когда я спросила у официанта, столько еще ожидать наш заказ, на что прозвучал ответ: ""ну, не знаю может минут через 10, у нас банкет внизу и повара не успевают......."", на что я сказала, что Вас это не оправдывает, или надо было предупредить.",официанта~,SERVICE#GENERAL~,negative~,19~,28~
"По поводу еды, паста была ну ничего, средненько, чуток пересоленная, цезарь был не очень, заветренные и холодные кусочки куриного филе меня не особо вдохновили.",паста~цезарь~куриного филе~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,neutral~negative~negative~,15~69~121~,20~75~134~
"Затем мы попросили счет, его так же долго не могли принести, как и заказ.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
В общем не в восторге.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Была вчера в этом ресторане!,,,,,
"Поехала туда не целеноправленно,так что ничего конкретного об этом месте не знала)",,,,,
Начнем со входа!,,,,,
"Есть гардероб и приятный гардеробщик,далее открывается вид в зал-хорошая мебель и приятный интерьер ,печально что нет некурящей зоны!",гардероб~гардеробщик~мебель~интерьер~некурящей зоны~,RESTAURANT#MISCELLANEOUS~SERVICE#GENERAL~AMBIENCE#GENERAL~AMBIENCE#GENERAL~RESTAURANT#MISCELLANEOUS~,positive~positive~positive~positive~negative~,5~25~73~91~118~,13~36~79~99~132~
"Встретили нормально (никакой улыбки на лице администратора при этом не было) ,проводили к столу.",администратора~,SERVICE#GENERAL~,neutral~,44~,58~
"Официант не ориентируется в меню,не видит столы,из рук все валится,грязные тарелки стояли по 10 минут на столе и это при неполном зале!!!?",Официант~,SERVICE#GENERAL~,negative~,0~,8~
Да уж),,,,,
"Кухня:кушали японскую кухню,вкусная еда и немаленькие порции,подача обычная.",японскую кухню~еда~порции~подача~,FOOD#QUALITY~FOOD#QUALITY~FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~,positive~positive~positive~neutral~,13~36~54~61~,27~39~60~67~
А еще салат цезарь-тоже вкусно!,салат цезарь~,FOOD#QUALITY~,positive~,6~,18~
"Услышала что скидку постоянным гостям по фамилии,без карточки,не делают- не знаю хорошо ли это?!",,,,,
"Проводили всем персоналом,уже с улыбкой и доброжелательным видом!",персоналом~,SERVICE#GENERAL~,positive~,15~,25~
"Хорошее место, где можно посидеть большой компанией и отлично отдохнуть.",место~,RESTAURANT#GENERAL~,positive~,8~,13~
Пару дней назад заходили туда с друзьями.,,,,,
"Мы заняли столик, и через 5 минут официант принял у нас заказ.",официант~,SERVICE#GENERAL~,positive~,34~,42~
"Меню очень большое, так что есть чем себя побаловать.",Меню~,FOOD#STYLE_OPTIONS~,positive~,0~,4~
Большой выбор десертов!,десертов~,FOOD#STYLE_OPTIONS~,positive~,14~,22~
"Я взяла себе тирамису, просто обалденный!",тирамису~,FOOD#QUALITY~,positive~,13~,21~
"Такой я пробовала только в Италии, на удивление торт оказался нежный и воздушный, просто пальчики оближешь!",торт~,FOOD#QUALITY~,positive~,48~,52~
"А вот вторые блюда ждали мы минут 30 - это, конечно, не есть хорошо, но оно того стоило!",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Друг заказал стейк рибай, по его словам, он был просто изумительный, а вот подруга заказала себе свиную рульку, она была суховата.",стейк рибай~свиную рульку~,FOOD#QUALITY~FOOD#QUALITY~,positive~neutral~,13~97~,24~110~
"Стоит отметить, что цены у них приемлемые, не сказать что очень дорого.",NULL~,RESTAURANT#PRICES~,neutral~,0~,0~
"Обслуживание, конечно, оставляет желать лучшего, хотелось бы, чтобы официанты работали быстрей, но так как народу было много, мы старались входит в их положение.",Обслуживание~официанты~,SERVICE#GENERAL~SERVICE#GENERAL~,negative~neutral~,0~68~,12~77~
"В общей сложности хороший паб, пропитанный футбольной тематикой.",паб~,RESTAURANT#GENERAL~,positive~,26~,29~
"На мой взгляд, отличное место для посиделок шумной компанией.",место~,RESTAURANT#GENERAL~,positive~,24~,29~
"Ну вот посетила Чаплин-холл, поделюсь впечатлениями.",,,,,
"Заведение хорошее, сказать, что это ресторан было бы не совсем корректно, это даже скорее концертный зал с возможностью заказать еду и напитки.",Заведение~,RESTAURANT#GENERAL~,positive~,0~,9~
"Зал очень просторный и атмосферный, свободного места предостаточно.",Зал~места~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,0~47~,3~52~
Удобные столики на небольшую компанию друзей-знакомых.,столики~,AMBIENCE#GENERAL~,positive~,8~,15~
"Меню достаточно разнообразное, есть отдельное меню японской кухни, ну это на любителя.",Меню~,FOOD#STYLE_OPTIONS~,neutral~,0~,4~
"Я, например, больше предпочитаю традиционную кухню.",,,,,
"Есть смешанные блюда, вот например, так любимая русским человеком сельдь под шубой…с крабом.",,,,,
"Ее не пробовала, просто название зацепило.",,,,,
"Попробовала палтуса запеченного – хорош, да и красиво смотрится на тарелке.",палтуса запеченного~палтуса запеченного~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,12~12~,31~31~
"Правда, эта самая тарелка уж как-то намного больше самого палтуса."
Видимо так принято),,,,,
"Салат грибной тоже хорош, порция достойная.",Салат грибной~порция~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,0~26~,13~32~
"Кофе-десерт – тоже без претензий, все вкусно.",Кофе-десерт~,FOOD#QUALITY~,positive~,0~,11~
"Итого приятный вечер, в хорошей компании в хорошем месте.",месте~,RESTAURANT#GENERAL~,positive~,51~,56~
Мне понравилось!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Мы пришли с мужем в ""Небо"" приблизительно в 19:00 9 февраля.",,,,,
На входе нас встретил неприятный молодой человек-администратор.,молодой человек-администратор~,SERVICE#GENERAL~,negative~,33~,62~
Честно говоря была немного удивлена...,,,,,
"Не первый раз приходим в этот ресторан и все время такие красивые девушки встречают, а тут.(!)"
Ну да ладно идем дальше.,,,,,
В это время суток в ресторане не было много народа.,,,,,
И перед нами был огромный выбор мест.,,,,,
Нам предложили присесть на мягких и удобных диванчиках.,диванчиках~,AMBIENCE#GENERAL~,positive~,44~,54~
"Конечно не у окна, но вид все же как всегда был прекрасен.",вид~,LOCATION#GENERAL~,positive~,22~,25~
Буквально через 5 минут к нам подошел любезный официант и принял наш заказ.,официант~,SERVICE#GENERAL~,positive~,47~,55~
Приблизительно через 15 минут мы уже наслаждались теплым мексиканским салатом и карпаччо из утиной грудки.,теплым мексиканским салатом~карпаччо из утиной грудки~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,50~80~,77~105~
Холодные закуска и салат были великолепны!,Холодные закуска~салат~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,0~19~,16~24~
Горячее тоже очень порадовало.,Горячее~,FOOD#QUALITY~,positive~,0~,7~
Официант был всегда внимателен и любезен.,Официант~,SERVICE#GENERAL~,positive~,0~,8~
"Появлялся всегда в тот момент, в который нужно.",NULL~,SERVICE#GENERAL~,positive~,0~,0~
"Не надоедал, ну и не оставлял нас совсем одних.",NULL~,SERVICE#GENERAL~,positive~,0~,0~
В общем все было прекрасно!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Нам очень понравилось..,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Будем приходить еще и еще много раз.=),NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Когда открылся этот ресторан прямо рядом с домом, я очень обрадовалась, т.к. Патио на Невском, да и Планета Суши всегда радовали."
Когда пришло время выбирать место празднования на день рождение долго думать не пришлось.,,,,,
"Пришли.....встретили хорошо, посадили за уютный столик в уголке....",NULL~столик~,SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,0~48~,0~54~
"Официант принёс меню и.......пропал, прошло 20 минут, подруги готовы были уже идти сами на кухню за едой....",Официант~,SERVICE#GENERAL~,negative~,0~,8~
"Наконец наш заказ приняли, вместо свежевыжитого сока принесли обычный из коробки, мартини со льдом, но без щипцов (глядя на предыдущий комментарий могу сказать, что наверно тут так принято)........",NULL~,SERVICE#GENERAL~,negative~,0~,0~
