Review,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
El rogout de manitas prueba la existencia de dios padre.,0,0,0,0,0,1,0,0,0,0,0,0
Los postres son deliciosos todos.Repetiremos!!!,0,0,0,0,0,1,0,0,1,0,0,0
Es el primer restaurante de Zaragoza en el que realmente no nos gustÃ³ nada.,0,0,0,0,0,0,0,0,1,0,0,0
"De segundo magret de pato y el postre no lo recuerdo, eso sÃ­, recuerdo que ni fu ni fa.",0,0,0,0,0,1,0,0,0,0,0,0
La tempura aparte de no estar especialmente buena.,0,0,0,0,0,1,0,0,0,0,0,0
Tanto a mÃ­ como  a otras personas que la probaron no nos sentÃ³ bien.,0,0,0,0,0,1,0,0,0,0,0,0
"El magret nada fino, tenÃ­a increÃ­blemente los pelitos del pato.",0,0,0,0,0,1,0,0,0,0,0,0
"Creo que un restaurante que presenta un estilo moderno, minimalista y bastante snob no puede presentar asÃ­ un plato, pero claro la salsa y la presentaciÃ³n a primera vista todo lo tapa.",1,0,0,0,0,1,0,0,0,0,0,0
"Muy caro, un querer ser y no poder.",0,0,0,0,0,0,0,0,0,0,1,0
No lo recomiendo para nada ,0,0,0,0,0,0,0,0,1,0,0,0
No noz hicieron el 20% de descuento,0,0,0,0,0,0,0,0,0,0,1,0
Comimos bien.,0,0,0,0,0,1,0,0,0,0,0,0
El risotto muy bueno.,0,0,0,0,0,1,0,0,0,0,0,0
Fueron un poco lentos en el servicio.,0,0,0,0,0,0,0,0,0,0,0,1
Perfecto restaurante.,0,0,0,0,0,0,0,0,1,0,0,0
la comida esta fabulosa.,0,0,0,0,0,1,0,0,0,0,0,0
"Grandes ventanales para disfrutar de ""Les Rambles"".",1,0,0,0,0,0,0,0,0,0,0,0
el servicio muy profesional con la cocina a la vista y donde el chef se tapa la boca con una mascarilla(muy higiÃ©nico) .,0,0,0,0,0,0,0,0,0,0,0,1
La comida buena y el servicio tambiÃ©n.,0,0,0,0,0,1,0,0,0,0,0,1
"Al traerme la cuenta no habÃ­an aplicado el 20%, pero fue decirselo y me trajeron la cuenta arreglada.",0,0,0,0,0,0,0,0,0,0,1,0
FantÃ¡stico si vas al teatro Poliorama,0,0,0,0,0,0,0,1,0,0,0,0
"Buena ubicaciÃ³n, buen servicio, calidad-precio inmejorable",0,0,0,0,1,1,0,1,0,0,0,1
"La comida fue buena, el servicio un poco lento y tuvimos que reclamar el 20%.",0,0,0,0,0,1,0,0,0,0,0,1
Lo Ãºnico que en la pagina ponen que tienen platos sin gluten y no tienen informaciÃ³n ni en la carta ni el mismo camarero... dudaban de todo.,0,0,0,0,0,0,1,0,0,0,0,1
"Buen servicio, con algunos pequeÃ±os detalles a mejorar.",0,0,0,0,0,0,0,0,0,0,0,1
Rapidez entre platos.,0,0,0,0,0,0,0,0,0,0,0,1
Deben mejorar el control en la cocciÃ³n de la base de pizza que utlilizan.,0,0,0,0,0,1,0,0,0,0,0,0
A veces cruda en algunas zonas.,0,0,0,0,0,1,0,0,0,0,0,0
"Buen local, buen ambiente y bastante acogedor.",1,0,0,0,0,0,0,0,0,0,0,0
Buena relacion calidad precio,0,0,0,0,1,1,0,0,0,0,0,0
Es algo mÃ¡s caro que lo que aparece en la web.,0,0,0,0,0,0,0,0,0,0,1,0
Al finalizar el menu no querian hacer el descuento porque decÃ­an que el descuento era para cenas completa no valia para platos combinados sin postre... ,0,0,0,0,1,0,0,0,0,0,0,0
En el vale descuento no pone nada de esto.,0,0,0,0,0,0,0,0,0,0,0,1
"Increible restaurante, un servicio increÃ­ble, un personal magnifico y una comida deliciosa.",0,0,0,0,0,1,0,0,1,0,0,1
recomendado 100% nosotros volveremos a ir.,0,0,0,0,0,0,0,0,1,0,0,0
"El restaurante era muy bonito, ademÃ¡s el servicio muy bueno.",1,0,0,0,0,0,0,0,0,0,0,1
"Como siempre que hemos ido, La Poma consigue un 10 en relaciÃ³n calidad/precio.",0,0,0,0,1,1,0,0,0,0,0,0
"En este dÃ­a 25/12, apreciamos mÃ¡s lentitud en el servicio seguramente porque habÃ­a menos personal en un dÃ­a tan seÃ±alado, por lo demÃ¡s excelente relaciÃ³n calidad/precio.",0,0,0,0,1,1,0,0,0,0,0,1
Todo muy muy rico excelente,0,0,0,0,0,0,0,0,1,0,0,0
"Mi opiniÃ³n sobre el restaurante La Poma es que es correcto, pero no extraordinario.",0,0,0,0,0,0,0,0,1,0,0,0
Pedimos un risotto (acceptable) y una pizza (muy mejorable) y postres (lo mejor).,0,0,0,0,0,1,0,0,0,0,0,0
El servicio era eficiente pero no especialmente amable.,0,0,0,0,0,0,0,0,0,0,0,1
Se equivocaron al traer uno de los platos y rectificaron pero hubo que esperar un poco.,0,0,0,0,0,0,0,0,0,0,0,1
En la cuenta se olvidaron de hacer el descuento y tambiÃ©n fue necesario esperar a la rectificaciÃ³n.,0,0,0,0,0,0,0,0,0,0,0,1
La decoraciÃ³n bastante conseguida.,1,0,0,0,0,0,0,0,0,0,0,0
El local estaba lleno de turistas.,1,0,0,0,0,0,0,0,0,0,0,0
Excelente comida casera que me recuerda la comida de mi madre.han realizado una gran reforma para satisfacer a sus clientes Â¨gracias ,1,0,0,0,0,1,0,0,0,0,0,0
"Lo recomiendo, un lugar en el que disfrutar de comida casera Ã³ tambiÃ©n de una buena chuleta de ternera a la piedra dentro de unos precios asequibles, para los que os gusten los buenos vinos, tenÃ©is una gran variedad de ellos con los que acompaÃ±ar una buena comida, en cuanto a las personas que lo atienden, Ana la propietaria se encarga de hacerte cÃ³moda tu estancia y su madre en la cocina una excelente cocinera y un encanto de mujer. ",0,0,0,1,1,1,0,0,0,0,0,1
"Hemos comido el menÃº a la brasa precio calidad bien, los cayos que hemos probado de 10.",0,0,0,0,1,1,0,0,0,0,0,0
Lo recomendaremos.,0,0,0,0,0,0,0,0,1,0,0,0
Buen sitio para repetir ,0,0,0,0,0,0,0,0,1,0,0,0
"comimos el domingo 20 de octubre y tenemos que decir que estuvo genial, probamos una ensalada con bonito escabechado de la casa muy bueno, las carnes muy bien elaboradas, los postres casi sobraban, pero habÃ­a que hacer un esfuerzo que mereciÃ³ la pena y bastantes vinos para poder elegir.",0,0,0,1,0,1,0,0,1,0,0,0
muy recomendable y para volver!!! ,0,0,0,0,0,0,0,0,1,0,0,0
"Tuvimos que esperar un poco para sentarnos, pero la comida muy buena, merece la pena. ",0,0,0,0,0,1,0,0,0,0,0,1
"Excelente la atenciÃ³n de todo el personal, la comida ni hablar toda muy buena sobre todo el ternasco a la brasa uff todavÃ­alo saboreo, muy buena cantidad para el que es comelÃ³n, un poco apartado del centro, pero por lo demÃ¡s lo sabroso hace olvidar lo apartado, de verdad es muy bueno, lo recomiendo a todo aquel de buen paladar. ",0,0,0,0,0,1,0,1,1,0,0,1
Fuimos 7 personas con un niÃ±o tanto el trato con la comida fue muy buenaLo recomiendo ,0,0,0,0,0,1,0,0,1,0,0,1
La cena estuvo muy bien.,0,0,0,0,0,1,0,0,0,0,0,0
"Fuimos un grupo numeroso, 20 personas, y nos atendieron fenomenal y muy efectivos.",0,0,0,0,0,0,0,0,0,0,0,1
"La ensalada, los entrantes fritos, el queso, fenomenal.",0,0,0,0,0,1,0,0,0,0,0,0
"Como 2Âº plato yo elegÃ­ churrasco, que estaba sensacional, y con patatas fritas caseras (no congeladas).",0,0,0,0,0,1,0,0,0,0,0,0
"Los postres tambiÃ©n muy buenos, unos chupitos al final, cafÃ©s y todo por 20 â¬ por persona.",0,0,0,0,1,1,0,0,0,0,0,0
"Los comentarios fueron favorables hacia todo, excepto el vino.",0,0,1,0,0,0,0,0,0,0,0,0
Hay vinos jÃ³venes muy buenos de CariÃ±ena por menos de 2 â¬ la botella.,0,0,1,0,0,0,0,0,0,0,0,0
"No serÃ¡ la Ãºltima vez que vayamos,porque nos ha encantado.",0,0,0,0,0,0,0,0,1,0,0,0
El servicio estupendo y la cena muy bien tambiÃ©n.,0,0,0,0,0,1,0,0,0,0,0,1
Recomendable sin duda. ,0,0,0,0,0,0,0,0,1,0,0,0
"Hace una semana fuimos por primera vez al Candelas, fue su menÃº de brasa el que probamos y salvo el vino que gano mucho al convertirlo en  tinto de verano , la cena fue satisfactoria.",0,0,1,0,0,1,0,0,0,0,0,0
"Muy satisfechos, el precio muy ajustado .",0,0,0,0,1,1,0,0,0,0,0,0
Sinduda repetiremos.,0,0,0,0,0,0,0,0,1,0,0,0
Muy recomendable y excelente trato de la Jefa de Sala. ,0,0,0,0,0,0,0,0,1,0,0,1
"Vuelta de vacaciones y  parece oportuno volver por donde acabamos, si el Ãºltimo fue una buena experiencia.Excelente opciÃ³n tanto en su menÃº a la brasa, como sobre todo ese menÃº veraniego de arroz.",0,0,0,0,0,1,0,0,0,0,0,0
"Hoy es la segunda vez que lo probamos y muy satisfecho de los tres arroces servidos, el negro, el de callos y el novedoso de rebozuelo.",0,0,0,0,0,1,0,0,0,0,0,0
"MagnÃ­fica la atenciÃ³n de Ana y hoy la guinda fue un carajillo de ron, como debe ser, obra de una buena camarera.",0,0,0,0,0,0,0,0,0,0,0,1
"Espero que no se olvide con el fin de verano, un menÃº muy ajustado y sabroso.",0,0,0,0,1,1,0,0,0,0,0,0
"Excelente trabajo en la cocina, a un precio muy interesante.",0,0,0,0,1,1,0,0,0,0,0,0
"Trato exquisito, comida sabrosa , en un ambiente sin lujos pero con una relaciÃ³n calidad precio casi imposible de encontrar en Zaragoza.",1,0,0,0,1,1,0,0,0,0,0,1
"Ana un lujo como jefa de sala, Eduardo OrÃºs un toque especial en los fogones.",0,0,0,0,0,0,0,0,0,0,0,1
Ingeniosos menÃºs degustaciÃ³n que van cambiando con acierto.,0,0,0,0,0,0,1,0,0,0,0,0
Definitivamente un lugar para tener en cuenta cada semana. ,0,0,0,0,0,0,0,0,1,0,0,0
"La atenciÃ³n ha sido buena, la comida aceptable, pero mi queja es con la reserva, por internet, sino me hubiera presentado personalmente hubiera tenido un chasco.",0,0,0,0,0,1,0,0,0,0,0,1
"La comida,muy buena.",0,0,0,0,0,1,0,0,0,0,0,0
"El trato amable,y el servicio rÃ¡pido.",0,0,0,0,0,0,0,0,0,0,0,1
El precio para los tiempos de crisis que atravesamos un poco por encima de nuestros presupuestos.,0,0,0,0,0,0,0,0,0,0,1,0
No obstante buena relaciÃ³n calidad precio.,0,0,0,0,1,1,0,0,0,0,0,0
Seguramente volveremos ,0,0,0,0,0,0,0,0,1,0,0,0
Me gustÃ³.,0,0,0,0,0,0,0,0,1,0,0,0
"No lo conocÃ­a, pero relaciÃ³n calidad-precio me pareciÃ³ muy bien.",0,0,0,0,1,1,0,0,0,0,0,0
"Por ponerle una pega, el excesivo ruido ,habÃ­a mucha gente y en la sala resuena mucho y casi no podÃ­amos escucharnos. ",1,0,0,0,0,0,0,0,0,0,0,0
"Escriba aquÃ­ su comentario:Muy buen restaurante en relaciÃ³n calidad/precio y cantidad, los callos insuperables, personal muy atento y agradable. ",0,0,0,0,1,1,0,0,0,0,0,1
"Buena comida, sobretodo los callos, recomendable. ",0,0,0,0,0,1,0,0,0,0,0,0
"Muy amable todo el personal, limpio y la comida muy buena y con varios menus para elegir junto con la carta.",1,0,0,0,0,1,1,0,0,0,0,1
Volveremos ,0,0,0,0,0,0,0,0,1,0,0,0
Escriba aquÃ­ su comentarioâ¦Buena relaciÃ³n calidad -precio.,0,0,0,0,1,1,0,0,0,0,0,0
Rapidez. ,0,0,0,0,0,0,0,0,0,0,0,1
"Buena cocina, ambiente tranquilo y servicio esmerado.",1,0,0,0,0,1,0,0,0,0,0,1
"por eso regresamos cada vez que podemos por que vale la pena, y si que es recomendable  A/t.",0,0,0,0,0,0,0,0,1,0,0,0
manuel hasta la proxima y gracias.,0,0,0,0,0,0,0,0,1,0,0,0
"Como Siempre fantastico,  Gran Servicio, calidad extrema y precio en concordacia.",0,0,0,0,1,1,0,0,1,0,0,1
"Un valor seguro cuando consiste no sÃ³lo en comer fantÃ¡sticamente, si no en quedar bien con gente que estÃ¡ de visita en la ciudad.",0,0,0,0,0,0,0,0,1,0,0,0
Buen trato y buena comida,0,0,0,0,0,1,0,0,0,0,0,1
"Hola, fuimos ayer dia 12-08-2011, y realmente los platos son exquisitos.",0,0,0,0,0,1,0,0,0,0,0,0
Me encantÃ³.,0,0,0,0,0,0,0,0,1,0,0,0
"Sinceramente, buenisimo, sobretodo el solomillo con vino tinto buenisimo, el mejor que he probado y personal muy amable.",0,0,0,0,0,1,0,0,0,0,0,1
"Se estÃ¡ muy a gusto, mi restaurante preferido de barcelona.",0,0,0,0,0,0,0,0,1,0,0,0
Nunca defrauda.,0,0,0,0,0,0,0,0,1,0,0,0
"Los precios un poco altos, pero compensa con la buena calidad del producto y la profesionalidad de todo el personal.",0,0,0,0,0,1,0,0,0,0,1,1
correcto y maxima comodidad.,0,0,0,0,0,0,0,0,1,0,0,0
"Me ha causado una gratisima impresiÃ³n, tanto en la calidad de sus productos como en el exquisito trato de su personal.",0,0,0,0,0,1,0,0,0,0,0,1
RepetirÃ© cuando regrese por Barcelona y ya he recomendado a mis amigos.,0,0,0,0,0,0,0,0,1,0,0,0
Calidad y servicio muy correctos.,0,0,0,0,0,1,0,0,0,0,0,1
Un buen restaurante dentro de la gama media/alta de Barcelona,0,0,0,0,0,0,0,0,1,0,0,0
"Un restaurante muy tranquilo y perfecto para ocasiones especiales con la familia, etc...",1,0,0,0,0,0,0,0,0,0,0,0
Un carta amplia y con mucha variedad.,0,0,0,0,0,0,1,0,0,0,0,0
"El servicio es atento y rÃ¡pido, sin ser en ningÃºn momento agobiante.",0,0,0,0,0,0,0,0,0,0,0,1
Para recomendar.,0,0,0,0,0,0,0,0,1,0,0,0
"La calidad de la comida no  corresponde al precio, ademÃ¡s las mesas estan demasiado juntas y oyes sin quere todas las conversaciones de alrededor.",1,0,0,0,1,1,0,0,0,0,0,0
"Definitivamente no volverÃ©, al menos pagando yo.",0,0,0,0,0,0,0,0,1,0,0,0
Se puede resumir en una palabra: Excelente,0,0,0,0,0,0,0,0,1,0,0,0
Muy buena calidad de alimentos y muy bien cocinados.,0,0,0,0,0,1,0,0,0,0,0,0
"Servicio rÃ¡pido, muy amables.",0,0,0,0,0,0,0,0,0,0,0,1
No le pongo un 10 por que es un poquito caro pero merece la pena ir.,0,0,0,0,0,0,0,0,0,0,1,0
Debe ser un sitio de referencia siempre.,0,0,0,0,0,0,0,0,1,0,0,0
Fuimos por una recomedaciÃ³n y fue todo un acierto.,0,0,0,0,0,0,0,0,1,0,0,0
La xatonada y las croquetas una delicia.,0,0,0,0,0,1,0,0,0,0,0,0
De segundo recomiendo las gambas sobretodo si te invitan.,0,0,0,0,1,1,0,0,0,0,0,0
Buen servicio y buen ambiente.,1,0,0,0,0,0,0,0,0,0,0,1
"Siempre vamos cuando no sabemos adonde ir para cenar, la comida esta bien y el precio en comparacion vale la pena .",0,0,0,0,0,1,0,0,0,0,1,0
"El servicio y el trato son sin duda uno de los mejores de BCN, y eso que he probado muchos restaurantes.",0,0,0,0,0,0,0,0,0,0,0,1
El corte del jamon en lonchas mas finas!,0,0,0,0,0,1,0,0,0,0,0,0
"Impecable, calidad extraordinaria en cuanto al producto, la presentaciÃ³n y el ""punto"".",0,0,0,0,0,1,0,0,0,0,0,0
"El servicio lustroso, impecable, elegante.",0,0,0,0,0,0,0,0,0,0,0,1
Ninguna pega.,0,0,0,0,0,0,0,0,1,0,0,0
"Como siempre, L'OlivÃ© es una valor seguro.",0,0,0,0,0,0,0,0,1,0,0,0
"Cocina catalana y de mercado, basada en una Ã³ptima calidad del producto.",0,0,0,0,0,1,0,0,0,0,0,0
Este restaurante goza de una homogeneidad envidiable.,0,0,0,0,0,0,0,0,1,0,0,0
Nunca les va a defraudar.,0,0,0,0,0,0,0,0,1,0,0,0
Siempre es de una excelencia insuperable.,0,0,0,0,0,0,0,0,1,0,0,0
"El ambiente, la comida, el Ã³ptimo servicio y la magnÃ­fica relaciÃ³n calidad/precio.",1,0,0,0,1,1,0,0,0,0,0,1
"Muy caro por la comida que ofrecen, he comido igual o mejor en La Flauta, El Asador de Aranda, etc.",0,0,0,0,1,0,0,0,0,0,0,0
Un restaurante al que no pienso volver.,0,0,0,0,0,0,0,0,1,0,0,0
"Nada que objetar a la comida, ni a la decoraciÃ³n, pero quiero dejar constancia que el servicio no estÃ¡ a la altura de lo que se merecerÃ­a el restaurante.",1,0,0,0,0,1,0,0,0,0,0,1
De lo mejor de Barcelona.,0,0,0,0,0,0,0,0,1,0,0,0
Todo excelente.,0,0,0,0,0,0,0,0,1,0,0,0
El precio es elevado pero lo vale.,0,0,0,0,0,0,0,0,0,0,1,0
"El local muy bien, la calidad de la comida muy buena, servicio  bueno, pero la presentaciÃ³n de los platos, ya que se lo cobra, deja mucho que desear.",1,0,0,0,0,1,0,0,0,0,0,1
Otro detalle de mal gusto es que los entretenimientos que ponen al principio te los cobran.,0,0,0,0,0,0,0,0,0,0,0,1
Como siempre L'OlivÃ© ofrece una cocina catalana y de mercado de una calidad impecable.,0,0,0,0,0,1,0,0,0,0,0,0
El producto siempre es de primera y de una homogeneidad envidiable.,0,0,0,0,0,1,0,0,0,0,0,0
"Su selecciÃ³n de ""para picar"" es destacable: Ã³ptimos calamares a la romana y fantÃ¡sticos boquerones frescos y rebozados.",0,0,0,0,0,1,0,0,0,0,0,0
"Pescados impecables y de una cocciÃ³n, ya sea a la plancha o al horno, siempre en su punto.",0,0,0,0,0,1,0,0,0,0,0,0
"Unos postres para golosos, destacando una de las mejores ""cremas catalanas"" y un ""tiramisÃº"" de antologÃ­a.",0,0,0,0,0,1,0,0,0,0,0,0
La bodega suficiente y con una variedad muy bien escogida y a precios adecuados.,0,1,0,1,0,0,0,0,0,0,0,0
El ambiente mÃ¡s que agradable y poco ruidoso.,1,0,0,0,0,0,0,0,0,0,0,0
"Es un restaurante para repetir, repetir y repetir.",0,0,0,0,0,0,0,0,1,0,0,0
Excelente !,0,0,0,0,0,0,0,0,1,0,0,0
Muy rica comida y muy buen servicio.,0,0,0,0,0,1,0,0,0,0,0,1
"La comida es buena o muy buena diria, el precio es carillo pero normal en esta zona de Barcelona, ahora bien el servicio es muy mejorable sobre todo que no os toque el camarero de las prisas que quiere que te vayas lo antes posible.",0,0,0,0,1,1,0,0,0,0,0,1
por otro lado las mesas estÃ¡n demasiado juntas y hay mucho ruido.,0,0,0,0,0,0,0,0,0,0,0,1
Pasable.,0,0,0,0,0,0,0,0,1,0,0,0
Bien.,0,0,0,0,0,0,0,0,1,0,0,0
"Buena cocina y servicio, aunque los camareros van acelerados como si estuvieran apagando un conato de incendio.",0,0,0,0,0,1,0,0,0,0,0,1
En realidad estÃ¡n tratando de que dejes la mesa lo antes posible para ocupar un segundo turno.,0,0,0,0,0,0,0,0,0,0,0,1
No es un chollo en cuanto a precio.,0,0,0,0,0,0,0,0,0,0,1,0
"Nos encantÃ³, llevamos clientes por el trabajo, y cenamos con fines de semana a solas... hasta hace poco volvimos con unos amigos y... quÃ© decepciÃ³n!!!",0,0,0,0,0,0,0,0,1,0,0,0
"Trato pobre, los precios de los platos no tienen sentido y el local tiene mucho ruido!",1,0,0,0,1,0,0,0,0,0,0,1
El servicio deja de desear y sinceramente os dijo que este restaurante ha pasado su mejor momento.,0,0,0,0,0,0,0,0,1,0,0,1
La verdad es que resulta muy caro para lo que recibes.,0,0,0,0,0,0,0,0,0,0,1,0
"Tenia unas expectativas muy altas tras haber estado en el Barcelonta de mismo grupo, sinembargo me decepcionÃ³ muchÃ­simo: comida recalentada, mucho ruido, mesas muy cerca, trato frio y desagradable... ",1,0,0,0,0,1,0,0,0,0,0,1
No pienso volver.,0,0,0,0,0,0,0,0,1,0,0,0
Mi preferido para celebraciones especiales desde hace muchos aÃ±os.,0,0,0,0,0,0,0,0,1,0,0,0
ConfÃ­o en Ã©l desde que estaba en la C/Muntaner.,0,0,0,0,0,0,0,0,1,0,0,0
Nunca me falla !!!,0,0,0,0,0,0,0,0,1,0,0,0
Comida aceptable a un precio algo elevado para lo que es.,0,0,0,0,1,1,0,0,0,0,0,0
"Al restaurante le falta una renovaciÃ³n, se ha quedado algo anticuado en todos los sentidos.",1,0,0,0,0,0,0,0,0,0,0,0
"el restaurante es agradable; la comida buena pero un poco cara; el servicio nos tratÃ³ fatal (febrero 2007); ruidosos, impertinentes, fue imposible disfrutar de la cena.",1,0,0,0,1,1,0,0,0,0,0,1
"Sin duda, lo peor del restaurante es la decoraciÃ³n, extraÃ±amente alabada por algunos.",1,0,0,0,0,0,0,0,0,0,0,0
"Impersonal, lo peor que le puede pasar a un restaurante que quiere tener voz propia.",1,0,0,0,0,0,0,0,0,0,0,0
"Por lo demÃ¡s, el servicio bueno dentro de que como decÃ­a un polÃ­tico pepero (CaÃ±ete) los ""nuevos"" camareros no diferencian un arroz de un fideo... pero por lo menos son eficaces y atentos.",0,0,0,0,0,0,0,0,0,0,0,1
La comida bien en cuanto calidad y cantidad.,0,0,0,0,0,1,0,0,0,0,0,0
"No se esperen platos extraordinarios, pero son en su mayoria muy buenos (que no es poco).",0,0,0,0,0,1,0,0,0,0,0,0
Debe mejorar muy mucho su carta de vinos.,0,0,0,1,0,0,0,0,0,0,0,0
"Total; buena comida, con poca capacidad de sorpresa y bastante caro.",0,0,0,0,1,1,0,0,0,0,0,0
Lo han repetido en varias opiniones: el ruido es insufrible!!,1,0,0,0,0,0,0,0,0,0,0,0
"Me encantÃ³ el filete de vedella al foie, en general le doy una puntuaciÃ³n de 9.",0,0,0,0,0,1,0,0,0,0,0,0
La carta que sale en internet tendrÃ¬a que ser mas extensa.,0,0,0,0,0,0,1,0,0,0,0,0
Y la verdad que lo pasamos estupendo.,0,0,0,0,0,0,0,0,1,0,0,0
"La comida muy pero muy buena, Ã¡un me acuerdo del foie y de mangret de pato con salsa de fresa.",0,0,0,0,0,1,0,0,0,0,0,0
Me ha encantado.,0,0,0,0,0,0,0,0,1,0,0,0
"Es verdad que los camareros van con mucha prisa, pero a nosotros nos ha ido bien, porque despuÃ©s de cenar tenÃ­amos que ir al teatro, y aun asÃ­ salimos del restaurante corriendo.",0,0,0,0,0,0,0,0,0,0,0,1
"no cuiden al client; sorollos, un escandol, ha perdut tot lÂ´encant.Â¡un desastre!",0,0,0,0,0,0,0,0,0,0,0,1
"Comida con calidad correcta y en su justa proporcion y precio ay,ay,carta de vinos completa y bien,servicio profesional eficiente,peros:decoracion y ambiente casi retro,cobrar por pan que no pedi y servicio 2,20 â¬,por persona,pan de coca con tomate 3,20 â¬,excesivo, los cafes a 2,00,todo mas impuestos no repetire.",1,1,0,1,1,1,0,0,0,0,1,1
Uno de mis restaurantes preferidos.,0,0,0,0,0,0,0,0,1,0,0,0
"Buen ambiente, cocina excelente y decorado atractivo.",1,0,0,0,0,1,0,0,0,0,0,0
Sobresaliente.,0,0,0,0,0,0,0,0,1,0,0,0
"Estamos hablando de un sitio muy fino situado en el cogollo barcelonÃ©s, por tanto, entiendo, que se tiene que reflejar en el precio.",1,0,0,0,0,0,0,0,0,0,1,0
"Calidad excelente, carta extensÃ­sima, servicio atento, instalaciones cuidadÃ­simas y salones privados que ensalzan todo lo dicho.",1,0,0,0,0,1,1,0,0,0,0,1
"En definitiva, no se lo pierdan.",0,0,0,0,0,0,0,0,1,0,0,0
La comida no estÃ¡ mal pero por lo que dan es caro.,0,0,0,0,1,1,0,0,0,0,0,0
El local no estÃ¡ mal pero el ambiente es ruidoso.,1,0,0,0,0,0,0,0,0,0,0,0
Soy asidua del restaurante cuando hay celebraciones de empresa o familiares.,0,0,0,0,0,0,0,0,1,0,0,0
La relaciÃ³n calidad/precio es excelente teniendo en cuenta lo que hay por ahÃ­.,0,0,0,0,1,1,0,0,0,0,0,0
Muy recomendable.,0,0,0,0,0,0,0,0,1,0,0,0
"El restaurante es bonito y la comida buena, pero para mi gusto el precio es excesible en relaciÃ³n calidad precio.",1,0,0,0,0,1,0,0,0,0,1,0
Me habian recomendado este restaurante y la verdad es que valia la pena probar.,0,0,0,0,0,0,0,0,1,0,0,0
"Muy buen trato por parte de todo el personal (correcto, educado y profesional), la comida muy buena y un ambiente relajado en el comedor.",1,0,0,0,0,1,0,0,0,0,0,1
"Sencillamente, me ha encantado!",0,0,0,0,0,0,0,0,1,0,0,0
Lo recomiendo!!!!!,0,0,0,0,0,0,0,0,1,0,0,0
"lo recomiendo, se come muy bien calidad, precio excelente que es lo importante, buena bodega.",0,0,1,0,0,1,0,0,0,0,1,0
Impecable.,0,0,0,0,0,0,0,0,1,0,0,0
"Cocina, platos y sobre todo el personal extraordinario,  y muy profesional.",0,0,0,0,0,1,0,0,0,0,0,1
!Me siento engaÃ±ado!,0,0,0,0,0,0,0,0,1,0,0,0
"Cenamos mi seÃ±ora y yo correctamente el servicio la comida tambiÃ©n sin ser nada fuera de lo comÃºn, los sorbetes fueron mediocres por no decir que no estaban a la altura de lo pagado,  pero no estaba mal hasta aquÃ­ todo correcto, sobre las doce y cuarto aparecen âLas PosesasâSe empiezan hacer fotos con algÃºn cliente y a dar vueltas por el local.",0,0,0,0,1,1,0,0,0,0,0,1
"A la una mi mujer y yo ya nos dormÃ­amos esperando el espectÃ¡culo prometido y nos fuimos, antes de irme se lo comente a un responsable de barra y ya no me contestaba como al principio con buenas palabras y educaciÃ³n ahora me dice que no es su problema y que el no tenia la culpa que el espectÃ¡culo indicado a las 23:30 fuese la una y no hubiese empezado.",0,0,0,0,0,0,0,0,0,0,0,1
"Poseso me siento engaÃ±ado reserve una cena con espectÃ¡culo y me fui una hora y media mas tarde sin ver el espectÃ¡culo, pague 66â¬ por la cena de dos me podÃ­a haber ido a cualquier otro restaurante que por esa cantidad hubiese cenado igual o mejor y me engaÃ±aron no disfrutÃ© de ningÃºna actuaciÃ³n.",1,0,0,0,0,0,0,0,0,0,1,0
Nosotros estuvimos de cena y lo pasamos francamente bien.,0,0,0,0,0,0,0,0,1,0,0,0
Actuaban las Posesas e hicieron un show muy entretenido y divertido tanto en el escenario como cuando estÃ¡n con la gente haciendose fotos son muy simpÃ¡ticas.,1,0,0,0,0,0,0,0,0,0,0,0
La comida y el servio bien y se agradece que la actuaciÃ³n comience cuando hemos terminado de cenar.,1,0,0,0,0,1,0,0,0,0,0,1
"Estuve con una amiga este viernes pasado, se lo habÃ­a recomendado porque ya habÃ­a estado allÃ­ y me pareciÃ³ un lugar diferente, un sitio para cenar, pasar un rato divertido, tomar alguna copa y cenar algo, bueno, decepciÃ³n total, el ambiente del restaurante, antes mÃ¡s innovador, ahora se ha convertido en  un restaurante mÃ¡s.",1,0,0,0,0,0,0,0,1,0,0,0
"Cenamos a la carta, el stick tartar delicioso, la carne; para el precio dura, la atenciÃ³n muy buena, el postre, una degustaciÃ³n muy bueno, en definitiva me pareciÃ³ muy muy caro para lo que cenamos, salimos a 60 â¬ por cabeza.",0,0,0,0,1,1,0,0,0,0,1,1
Todo un exceso la verdad.,0,0,0,0,0,0,0,0,1,0,0,0
No pienso volver ,0,0,0,0,0,0,0,0,1,0,0,0
Muy buen restaurante.,0,0,0,0,0,0,0,0,1,0,0,0
"Sirven platos deliciosos, ya sean nuevos o tradicionales.",0,0,0,0,0,1,0,0,0,0,0,0
"El maÃ®tre nos recomendÃ³ dos vinos, un tinto y un blanco, que resultaron un acierto.",0,0,1,0,0,0,0,0,0,0,0,0
"El ambiente es agradable y el servicio, rÃ¡pido y atento.",1,0,0,0,0,0,0,0,0,0,0,1
