text,target,category,polarity,from,to
"La calidad de la comida no  corresponde al precio, además las mesas estan demasiado juntas y oyes sin quere todas las conversaciones de alrededor.",comida~comida~mesas~,FOOD#QUALITY~FOOD#PRICES~AMBIENCE#GENERAL~,negative~negative~negative~,17~17~62~,23~23~67~
"Definitivamente no volveré, al menos pagando yo.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Se puede resumir en una palabra: Excelente,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Muy buena calidad de alimentos y muy bien cocinados.,alimentos~,FOOD#QUALITY~,positive~,21~,30~
"Servicio rápido, muy amables.",Servicio~,SERVICE#GENERAL~,positive~,0~,8~
No le pongo un 10 por que es un poquito caro pero merece la pena ir.,NULL~,RESTAURANT#PRICES~,negative~,0~,0~
Debe ser un sitio de referencia siempre.,sitio~,RESTAURANT#GENERAL~,positive~,12~,17~
Fuimos por una recomedación y fue todo un acierto.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
La xatonada y las croquetas una delicia.,xatonada~croquetas~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,3~18~,11~27~
De segundo recomiendo las gambas sobretodo si te invitan.,gambas~gambas~,FOOD#QUALITY~FOOD#PRICES~,positive~negative~,26~26~,32~32~
Buen servicio y buen ambiente.,servicio~ambiente~,SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,5~21~,13~29~
"Le doy un 8,5",,,,,
"Siempre vamos cuando no sabemos adonde ir para cenar, la comida esta bien y el precio en comparacion vale la pena .",comida~NULL~,FOOD#QUALITY~RESTAURANT#PRICES~,positive~positive~,57~0~,63~0~
"El servicio y el trato son sin duda uno de los mejores de BCN, y eso que he probado muchos restaurantes.",servicio~,SERVICE#GENERAL~,positive~,3~,11~
Algo que pueden mejorar?,,,,,
El corte del jamon en lonchas mas finas!,corte del jamon~,FOOD#QUALITY~,negative~,3~,18~
"Impecable, calidad extraordinaria en cuanto al producto, la presentación y el ""punto"".",producto~,FOOD#QUALITY~,positive~,47~,55~
"El servicio lustroso, impecable, elegante.",servicio~,SERVICE#GENERAL~,positive~,3~,11~
Ninguna pega.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Como siempre, L'Olivé es una valor seguro.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Cocina catalana y de mercado, basada en una óptima calidad del producto.",producto~,FOOD#QUALITY~,positive~,63~,71~
Este restaurante goza de una homogeneidad envidiable.,restaurante~,RESTAURANT#GENERAL~,positive~,5~,16~
Nunca les va a defraudar.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Siempre es de una excelencia insuperable.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"El ambiente, la comida, el óptimo servicio y la magnífica relación calidad/precio.",ambiente~comida~servicio~NULL~NULL~,AMBIENCE#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~FOOD#PRICES~FOOD#QUALITY~,positive~positive~positive~positive~positive~,3~16~34~0~0~,11~22~42~0~0~
"Muy caro por la comida que ofrecen, he comido igual o mejor en La Flauta, El Asador de Aranda, etc.",comida~,FOOD#PRICES~,negative~,16~,22~
por mucho menos.,,,,,
Un restaurante al que no pienso volver.,restaurante~,RESTAURANT#GENERAL~,negative~,3~,14~
"Nada que objetar a la comida, ni a la decoración, pero quiero dejar constancia que el servicio no está a la altura de lo que se merecería el restaurante.",comida~decoración~servicio~,FOOD#QUALITY~AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~positive~negative~,22~38~86~,28~48~94~
De lo mejor de Barcelona.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Todo excelente.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
El precio es elevado pero lo vale.,NULL~,RESTAURANT#PRICES~,neutral~,0~,0~
"El local muy bien, la calidad de la comida muy buena, servicio  bueno, pero la presentación de los platos, ya que se lo cobra, deja mucho que desear.",local~comida~servicio~,AMBIENCE#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~neutral~,3~36~54~,8~42~62~
Otro detalle de mal gusto es que los entretenimientos que ponen al principio te los cobran.,entretenimientos~,SERVICE#GENERAL~,negative~,37~,53~
Como siempre L'Olivé ofrece una cocina catalana y de mercado de una calidad impecable.,cocina~,FOOD#QUALITY~,positive~,32~,38~
El producto siempre es de primera y de una homogeneidad envidiable.,producto~,FOOD#QUALITY~,positive~,3~,11~
"Su selección de ""para picar"" es destacable: óptimos calamares a la romana y fantásticos boquerones frescos y rebozados.",calamares a la romana~boquerones~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,52~88~,73~98~
"Pescados impecables y de una cocción, ya sea a la plancha o al horno, siempre en su punto.",Pescados~,FOOD#QUALITY~,positive~,0~,8~
"Unos postres para golosos, destacando una de las mejores ""cremas catalanas"" y un ""tiramisú"" de antología.",postres~cremas catalanas~tiramisú~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,5~58~82~,12~74~90~
La bodega suficiente y con una variedad muy bien escogida y a precios adecuados.,bodega~bodega~,DRINKS#STYLE_OPTIONS~DRINKS#PRICES~,positive~positive~,3~3~,9~9~
El ambiente más que agradable y poco ruidoso.,ambiente~,AMBIENCE#GENERAL~,positive~,3~,11~
"Es un restaurante para repetir, repetir y repetir.",restaurante~,RESTAURANT#GENERAL~,positive~,6~,17~
Excelente !,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Muy rica comida y muy buen servicio.,comida~servicio~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,9~27~,15~35~
"La comida es buena o muy buena diria, el precio es carillo pero normal en esta zona de Barcelona, ahora bien el servicio es muy mejorable sobre todo que no os toque el camarero de las prisas que quiere que te vayas lo antes posible.",comida~comida~camarero~,FOOD#QUALITY~FOOD#PRICES~SERVICE#GENERAL~,positive~negative~negative~,3~3~168~,9~9~176~
por otro lado las mesas están demasiado juntas y hay mucho ruido.,mesas~,SERVICE#GENERAL~,positive~,18~,23~
Pasable.,NULL~,RESTAURANT#GENERAL~,neutral~,0~,0~
Bien.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Buena cocina y servicio, aunque los camareros van acelerados como si estuvieran apagando un conato de incendio.",cocina~servicio~camareros~,FOOD#QUALITY~SERVICE#GENERAL~SERVICE#GENERAL~,positive~negative~negative~,6~15~36~,12~23~45~
En realidad están tratando de que dejes la mesa lo antes posible para ocupar un segundo turno.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
No es un chollo en cuanto a precio.,NULL~,RESTAURANT#PRICES~,negative~,0~,0~
"Nos encantó, llevamos clientes por el trabajo, y cenamos con fines de semana a solas... hasta hace poco volvimos con unos amigos y... qué decepción!!!",NULL~NULL~,RESTAURANT#GENERAL~RESTAURANT#GENERAL~,positive~negative~,0~0~,0~0~
"Trato pobre, los precios de los platos no tienen sentido y el local tiene mucho ruido!",Trato~platos~local~,SERVICE#GENERAL~FOOD#PRICES~AMBIENCE#GENERAL~,negative~negative~negative~,0~32~62~,5~38~67~
El servicio deja de desear y sinceramente os dijo que este restaurante ha pasado su mejor momento.,servicio~restaurante~,SERVICE#GENERAL~RESTAURANT#GENERAL~,negative~negative~,3~59~,11~70~
La verdad es que resulta muy caro para lo que recibes.,NULL~,RESTAURANT#PRICES~,negative~,0~,0~
"Tenia unas expectativas muy altas tras haber estado en el Barcelonta de mismo grupo, sinembargo me decepcionó muchísimo: comida recalentada, mucho ruido, mesas muy cerca, trato frio y desagradable... ",comida~ruido~mesas~trato~,FOOD#QUALITY~AMBIENCE#GENERAL~AMBIENCE#GENERAL~SERVICE#GENERAL~,negative~negative~negative~negative~,121~147~154~171~,127~152~159~176~
No pienso volver.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Mi preferido para celebraciones especiales desde hace muchos años.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Confío en él desde que estaba en la C/Muntaner.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Nunca me falla !!!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Comida aceptable a un precio algo elevado para lo que es.,Comida~Comida~,FOOD#QUALITY~FOOD#PRICES~,positive~negative~,0~0~,6~6~
"Al restaurante le falta una renovación, se ha quedado algo anticuado en todos los sentidos.",restaurante~,AMBIENCE#GENERAL~,negative~,3~,14~
"el restaurante es agradable; la comida buena pero un poco cara; el servicio nos trató fatal (febrero 2007); ruidosos, impertinentes, fue imposible disfrutar de la cena.",restaurante~comida~comida~servicio~,AMBIENCE#GENERAL~FOOD#QUALITY~FOOD#PRICES~SERVICE#GENERAL~,positive~positive~negative~negative~,3~32~32~67~,14~38~38~75~
"Sin duda, lo peor del restaurante es la decoración, extrañamente alabada por algunos.",decoración~,AMBIENCE#GENERAL~,negative~,40~,50~
¿Minimalista?,,,,,
"Impersonal, lo peor que le puede pasar a un restaurante que quiere tener voz propia.",restaurante~,AMBIENCE#GENERAL~,negative~,44~,55~
"Por lo demás, el servicio bueno dentro de que como decía un político pepero (Cañete) los ""nuevos"" camareros no diferencian un arroz de un fideo... pero por lo menos son eficaces y atentos.",servicio~,SERVICE#GENERAL~,positive~,17~,25~
La comida bien en cuanto calidad y cantidad.,comida~,FOOD#QUALITY~,positive~,3~,9~
"No se esperen platos extraordinarios, pero son en su mayoria muy buenos (que no es poco).",platos~,FOOD#QUALITY~,positive~,14~,20~
Debe mejorar muy mucho su carta de vinos.,carta de vinos~,DRINKS#STYLE_OPTIONS~,negative~,26~,40~
"Total; buena comida, con poca capacidad de sorpresa y bastante caro.",comida~comida~,FOOD#QUALITY~FOOD#PRICES~,positive~negative~,13~13~,19~19~
Lo han repetido en varias opiniones: el ruido es insufrible!!,ruido~,AMBIENCE#GENERAL~,negative~,40~,45~
"Me encantó el filete de vedella al foie, en general le doy una puntuación de 9.",filete de vedella al foie~,FOOD#QUALITY~,positive~,14~,39~
La carta que sale en internet tendrìa que ser mas extensa.,carta~,FOOD#STYLE_OPTIONS~,negative~,3~,8~
estuvimos ayer mi marido y yo para celebrar su cumpleaños.,,,,,
Y la verdad que lo pasamos estupendo.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"La comida muy pero muy buena, áun me acuerdo del foie y de mangret de pato con salsa de fresa.",comida~foie~mangret de pato con salsa de fresa~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,3~49~59~,9~53~93~
Me ha encantado.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Es verdad que los camareros van con mucha prisa, pero a nosotros nos ha ido bien, porque después de cenar teníamos que ir al teatro, y aun así salimos del restaurante corriendo.",camareros~,SERVICE#GENERAL~,positive~,18~,27~
"no cuiden al client; sorollos, un escandol, ha perdut tot l´encant.¡un desastre!",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Comida con calidad correcta y en su justa proporcion y precio ay,ay,carta de vinos completa y bien,servicio profesional eficiente,peros:decoracion y ambiente casi retro,cobrar por pan que no pedi y servicio 2,20 €,por persona,pan de coca con tomate 3,20 €,excesivo, los cafes a 2,00,todo mas impuestos no repetire.",Comida~Comida~carta de vinos~servicio~peros:decoracion~ambiente~pan~pan de coca con tomate~cafes~,FOOD#QUALITY~RESTAURANT#PRICES~DRINKS#STYLE_OPTIONS~SERVICE#GENERAL~AMBIENCE#GENERAL~AMBIENCE#GENERAL~FOOD#PRICES~FOOD#PRICES~DRINKS#PRICES~,positive~negative~positive~positive~negative~negative~negative~negative~negative~,0~0~68~99~130~149~180~226~270~,6~6~82~107~146~157~183~248~275~
Uno de mis restaurantes preferidos.,restaurantes~,RESTAURANT#GENERAL~,positive~,11~,23~
"Buen ambiente, cocina excelente y decorado atractivo.",ambiente~cocina~decorado~,AMBIENCE#GENERAL~FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~positive~,5~15~34~,13~21~42~
Sobresaliente.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
No entiendo cómo muchos comentarios lo catalogan de caro... ,,,,,
"Estamos hablando de un sitio muy fino situado en el cogollo barcelonés, por tanto, entiendo, que se tiene que reflejar en el precio.",sitio~sitio~,RESTAURANT#PRICES~AMBIENCE#GENERAL~,positive~positive~,23~23~,28~28~
"Calidad excelente, carta extensísima, servicio atento, instalaciones cuidadísimas y salones privados que ensalzan todo lo dicho.",NULL~carta~servicio~instalaciones~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~positive~positive~,0~19~38~55~,0~24~46~68~
"En definitiva, no se lo pierdan.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Justito.,,,,,
La comida no está mal pero por lo que dan es caro.,comida~comida~,FOOD#QUALITY~FOOD#PRICES~,positive~negative~,3~3~,9~9~
El local no está mal pero el ambiente es ruidoso.,ambiente~,AMBIENCE#GENERAL~,negative~,29~,37~
Ideal para guiris o negocios pero yo nunca iría con mi novia o mis amigos.,,,,,
Soy asidua del restaurante cuando hay celebraciones de empresa o familiares.,restaurante~,RESTAURANT#GENERAL~,positive~,15~,26~
La relación calidad/precio es excelente teniendo en cuenta lo que hay por ahí.,NULL~NULL~,FOOD#QUALITY~FOOD#PRICES~,positive~positive~,0~0~,0~0~
Muy recomendable.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"El restaurante es bonito y la comida buena, pero para mi gusto el precio es excesible en relación calidad precio.",restaurante~restaurante~comida~,AMBIENCE#GENERAL~RESTAURANT#PRICES~FOOD#QUALITY~,positive~negative~positive~,3~3~30~,14~14~36~
Me habian recomendado este restaurante y la verdad es que valia la pena probar.,restaurante~,RESTAURANT#GENERAL~,positive~,27~,38~
"Muy buen trato por parte de todo el personal (correcto, educado y profesional), la comida muy buena y un ambiente relajado en el comedor.",trato~comida~ambiente~,SERVICE#GENERAL~FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~positive~,9~83~105~,14~89~113~
"Sencillamente, me ha encantado!",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Lo recomiendo!!!!!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"lo recomiendo, se come muy bien calidad, precio excelente que es lo importante, buena bodega.",NULL~NULL~bodega~,FOOD#QUALITY~RESTAURANT#PRICES~DRINKS#QUALITY~,positive~positive~positive~,0~0~86~,0~0~92~
Impecable.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Cocina, platos y sobre todo el personal extraordinario,  y muy profesional.",Cocina~platos~personal~,FOOD#QUALITY~FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~positive~,0~8~31~,6~14~39~
!Me siento engañado!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Hice mi reserva llamando por teléfono, si a las 22:00 y me comentan que el espectáculo comienza a 23:30.",,,,,
Perfectamente claro en un cartel a la entrada a las 23:30 del sábado ” Las Posesas”.,,,,,
"Cenamos mi señora y yo correctamente el servicio la comida también sin ser nada fuera de lo común, los sorbetes fueron mediocres por no decir que no estaban a la altura de lo pagado,  pero no estaba mal hasta aquí todo correcto, sobre las doce y cuarto aparecen “Las Posesas”Se empiezan hacer fotos con algún cliente y a dar vueltas por el local.",servicio~comida~sorbetes~sorbetes~,SERVICE#GENERAL~FOOD#QUALITY~FOOD#PRICES~FOOD#QUALITY~,positive~neutral~negative~neutral~,40~52~103~103~,48~58~111~111~
"A la una mi mujer y yo ya nos dormíamos esperando el espectáculo prometido y nos fuimos, antes de irme se lo comente a un responsable de barra y ya no me contestaba como al principio con buenas palabras y educación ahora me dice que no es su problema y que el no tenia la culpa que el espectáculo indicado a las 23:30 fuese la una y no hubiese empezado.",responsable de barra~,SERVICE#GENERAL~,negative~,122~,142~
"Poseso me siento engañado reserve una cena con espectáculo y me fui una hora y media mas tarde sin ver el espectáculo, pague 66€ por la cena de dos me podía haber ido a cualquier otro restaurante que por esa cantidad hubiese cenado igual o mejor y me engañaron no disfruté de ningúna actuación.",NULL~NULL~NULL~,AMBIENCE#GENERAL~RESTAURANT#PRICES~AMBIENCE#GENERAL~,negative~negative~negative~,0~0~0~,0~0~0~
Ustedes valoren ,,,,,
Nosotros estuvimos de cena y lo pasamos francamente bien.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Actuaban las Posesas e hicieron un show muy entretenido y divertido tanto en el escenario como cuando están con la gente haciendose fotos son muy simpáticas.,show~las Posesas~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,35~9~,39~20~
La comida y el servio bien y se agradece que la actuación comience cuando hemos terminado de cenar.,comida~servio~actuación~,FOOD#QUALITY~SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~positive~,3~15~48~,9~21~57~
Luego hemos ido más veces. ,,,,,
"Estuve con una amiga este viernes pasado, se lo había recomendado porque ya había estado allí y me pareció un lugar diferente, un sitio para cenar, pasar un rato divertido, tomar alguna copa y cenar algo, bueno, decepción total, el ambiente del restaurante, antes más innovador, ahora se ha convertido en  un restaurante más.",lugar~sitio~ambiente~,RESTAURANT#GENERAL~RESTAURANT#GENERAL~AMBIENCE#GENERAL~,neutral~positive~negative~,110~130~232~,115~135~240~
"Cenamos a la carta, el stick tartar delicioso, la carne; para el precio dura, la atención muy buena, el postre, una degustación muy bueno, en definitiva me pareció muy muy caro para lo que cenamos, salimos a 60 € por cabeza.",stick tartar~carne~atención~postre~NULL~carne~,FOOD#QUALITY~FOOD#PRICES~SERVICE#GENERAL~FOOD#QUALITY~RESTAURANT#PRICES~FOOD#QUALITY~,positive~negative~positive~positive~negative~negative~,23~50~81~104~0~50~,35~55~89~110~0~55~
Todo un exceso la verdad.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
No pienso volver ,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Muy buen restaurante.,restaurante~,RESTAURANT#GENERAL~,positive~,9~,20~
"Sirven platos deliciosos, ya sean nuevos o tradicionales.",platos~,FOOD#QUALITY~,positive~,7~,13~
"El maître nos recomendó dos vinos, un tinto y un blanco, que resultaron un acierto.",vinos~,DRINKS#QUALITY~,positive~,28~,33~
"El ambiente es agradable y el servicio, rápido y atento.",ambiente~servicio~,AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~positive~,3~30~,11~38~
"Al servir los platos, el encargado del local da sucintas y pertinentes explicaciones que se agradecen.",encargado~,SERVICE#GENERAL~,positive~,25~,34~
Con tantas virtudes me esperaba un cañazo al final de la cena familiar que celebramos allí.,,,,,
Pero no fue así.,,,,,
"En total, 190 euros para seis personas.",,,,,
"Un precio razonable, en mi opinión.",NULL~,RESTAURANT#PRICES~,positive~,0~,0~
Muy recomendable.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Volveremos. ,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"<->no es un restaurante ni un cafe de cocina mediterranea, es un ""lugar"" donde tienen una mini carta de tapas ,servidas en unas bandejas en las que dificilmente puedes usar como plato , con una calidad media de las mismas, y que para subsistir ofrecen un menu de nueve euros, A BUEN ENTENDEDOR POCAS PALABRAS BASTAN.",carta~tapas~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,negative~negative~,95~104~,100~109~
<+>nada,,,,,
"el servicio muy correcto, la comida muy buena exceoti el tiramisú, que para mi gusto, era amargo.",servicio~comida~tiramisú~,SERVICE#GENERAL~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~negative~,3~29~57~,11~35~65~
La amabilidad con que se nos trató fue exquisita.,NULL~,SERVICE#GENERAL~,positive~,0~,0~
"La elaboración de los platos para el menú que efrecian de 20€, excepcional.",platos~,FOOD#STYLE_OPTIONS~,positive~,22~,28~
se esmeran en hacerlo bien,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"<->El menu reservado pot Internet, no estaba, eñ aire no funcionabs, mucho calor, el trato del encargado no correcto y la comida , no buena, ni en cantidad.",menu~NULL~encargado~comida~comida~,FOOD#STYLE_OPTIONS~AMBIENCE#GENERAL~SERVICE#GENERAL~FOOD#QUALITY~FOOD#STYLE_OPTIONS~,negative~negative~negative~negative~negative~,6~0~95~122~122~,10~0~104~128~128~
<+>La camarera catalana que nos atendio.,,,,,
"El restaurante, fenomenal, tanto la comida con el servicio.",comida~servicio~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,36~50~,42~58~
"La pena es que la oferta del 40% sobre la carta, no era tal.",,,,,
"El descuento no se aplica a tapas (también en la carta), ni postres (tambien en la carta) ni bebidas (esto es normal).",,,,,
Asi que el descuento es basicamente sobre segundos platos y ensaladas (pocas en el menu).,,,,,
"Para 6 personas, pediomos 3 tapas, 1 ensalada, 6 segundos y 3 postres mas bebidas.",,,,,
Nos salio a 28€ por persona (incluyendo el descuento en los segundos).,,,,,
Si no se aplica descuento es un poco caro.,NULL~,RESTAURANT#PRICES~,negative~,0~,0~
"Y aunque la comida merece mucho la pena (asi como el servicio), el entorno, local y terraza, podría ser mejor.",comida~servicio~entorno~local~terraza~,FOOD#QUALITY~SERVICE#GENERAL~AMBIENCE#GENERAL~AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~neutral~neutral~neutral~,12~53~67~76~84~,18~61~74~81~91~
"Calidad y precio muy razonables, al tener el 30% en el menú (sólo comidas).",NULL~NULL~,FOOD#QUALITY~FOOD#PRICES~,positive~positive~,0~0~,0~0~
Los camareros muy atentos y la comida buena y suficiente.,camareros~comida~comida~,SERVICE#GENERAL~FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~positive~,4~31~31~,13~37~37~
"Tampoco pedimos nada especial, una arroz, que estaba en su punto y se notaba que el pescado era de calidad.",arroz~pescado~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,35~84~,40~91~
La sangria de cava muy buena.,sangria de cava~,DRINKS#QUALITY~,positive~,3~,18~
Se recomienda en sitio.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Buena calidad y correcta cantidad.,NULL~NULL~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,0~0~,0~0~
El ambiente es agradable y el servicio rápido y amable.,ambiente~servicio~,AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~positive~,3~30~,11~38~
Agradable.,NULL~,SERVICE#GENERAL~,positive~,0~,0~
Muy buena atención.,atención~,SERVICE#GENERAL~,positive~,10~,18~
"Gonzalo, el chef, se encarga de generar un ambiente muy amigable.",ambiente~,AMBIENCE#GENERAL~,positive~,43~,51~
"La relación calidad-precio, muy buena.",NULL~NULL~,FOOD#QUALITY~FOOD#PRICES~,positive~positive~,0~0~,0~0~
Comida buena.,Comida~,FOOD#QUALITY~,positive~,0~,6~
Paella mixta exquisita.,Paella mixta~,FOOD#QUALITY~,positive~,0~,12~
A mejorar baños.,baños~,AMBIENCE#GENERAL~,negative~,10~,15~
Local pequeño,Local~,AMBIENCE#GENERAL~,negative~,0~,5~
No me gustó el olor del local.,local~,AMBIENCE#GENERAL~,negative~,24~,29~
que sorpresa mas agradecida conocer el Cafe de la casa de les lletres.,Cafe de la casa de les lletres~,RESTAURANT#GENERAL~,positive~,39~,69~
"El ambiente es unico, el servicio muy atento y la comida un 10.",ambiente~servicio~comida~,AMBIENCE#GENERAL~SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~positive~,3~25~50~,11~33~56~
Nos ofrecieron huevos frescos de sus gallinas y eran exquisitos.,huevos~,FOOD#QUALITY~,positive~,15~,21~
"seguramente volveremos para comer en la terrazza, o para desayunar el finde.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
lo aconsejo,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Solo una crítica (constructiva),,,,,
"En el apartado de ambiente todo muy correcto, decoración, música, ambiente, etc.",ambiente~,AMBIENCE#GENERAL~,positive~,18~,26~
Excepto el ambientador utilizado en el local,ambientador~,AMBIENCE#GENERAL~,negative~,11~,22~
Demasiado fuerte casi ofensivo,NULL~,AMBIENCE#GENERAL~,negative~,0~,0~
Desvirtúa la buena comida servida con esmero... a mejorar este punto.,comida~NULL~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,19~0~,25~0~
fui con unos clientes erabamos 8 y nos encanto.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
La comida estaba exquisita especialmente los huevos rotos que por cierto me explicaban que son de su granja/masia.,comida~huevos rotos~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,3~45~,9~57~
el servicio impecable.,servicio~,SERVICE#GENERAL~,positive~,3~,11~
tambien tienen salones privados para comidas de grupos.,,,,,
lo tendre en cuenta para las proximas veces.,,,,,
Lo recomiendo!!!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Un sitio tranquilo con pocas mesas.,sitio~,AMBIENCE#GENERAL~,positive~,3~,8~
La comida no es de gran calidad pero es acorde con el precio.,comida~comida~,FOOD#QUALITY~FOOD#PRICES~,neutral~positive~,3~3~,9~9~
Especialmente interesante con el descuento del 30%.,NULL~,RESTAURANT#MISCELLANEOUS~,positive~,0~,0~
"Ambiente muy tranquilo, muy limpio, los platos les faltaba un poco mas de comida, para los precios elevados que tiene, pero en definitiva todo muy correcto, curiosa decoracion",Ambiente~comida~NULL~NULL~decoracion~,AMBIENCE#GENERAL~FOOD#STYLE_OPTIONS~FOOD#PRICES~RESTAURANT#GENERAL~AMBIENCE#GENERAL~,positive~negative~negative~positive~positive~,0~74~0~0~165~,8~80~0~0~175~
"Llegamos a las 22.30 hora a la que teniamos la reserva, y la única persona que habia en el restaurante, un pakistaní que apenas hablaba castellano, nos dijo que nuestra reserva era a las 21.30.",,,,,
"Cuando nosotros insistimos en que era a las 22.30 seguro, disimulo mirando los papeles de la reserva, y vimos como tenian imprimida nuestra hoja de reserva.",,,,,
"Mi marido le empezo a leer nuestros datos, donde efectivamente aparecia la hora clarisima.",,,,,
"Él, rápidamente cambio la hoja , y nos quiso hacer creer que nos habian confundido con otra mesa que tenian a las 20.30.",,,,,
"Mentira todo, deberian tener ganas de cerrar y no se quisieron quedar por una mesa de dos que encima venian con un dto del 30% y nos mintieron descaradisimamente.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Asi que nos tuvimos que ir a cenar a otro sitio, y al rato nos llamo el mismo señor diciendo que si volviamos nos invitaria,deducimos que para evitar que le hagamos mala publicidad.",,,,,
Evidentemente no volveremos ni nos creemos nada de esa invitacion.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Una verguenza todo.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Nos aconsejaron el menú degustacion y fue muy acertado.,menú degustacion~,FOOD#STYLE_OPTIONS~,positive~,19~,35~
El descuento de reserva por internet fue respetado.,,,,,
Buen servicio y el local bastante acogedor,servicio~local~,SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,5~19~,13~24~
Un placer que puedas comer a las 16:00 tan tranquilamente y tan  gusto.,NULL~,AMBIENCE#GENERAL~,positive~,0~,0~
Muy atentos y el menu que escogimos nos parecio muy adecuado.,NULL~menu~,SERVICE#GENERAL~FOOD#STYLE_OPTIONS~,positive~positive~,0~17~,0~21~
"Buena cocina y buen trato, repetiremos!!!!",cocina~trato~NULL~,FOOD#QUALITY~SERVICE#GENERAL~RESTAURANT#GENERAL~,positive~positive~positive~,6~20~0~,12~25~0~
Calidad precio bien el servicio amable,NULL~NULL~servicio~,FOOD#QUALITY~FOOD#PRICES~SERVICE#GENERAL~,positive~positive~positive~,0~0~23~,0~0~31~
"Restaurante pequeñito y muy acogedor, muy tranquilo, el servicio excelente, la.comida y la presentacion acorde con lo esperado.",Restaurante~servicio~comida~presentacion~,AMBIENCE#GENERAL~SERVICE#GENERAL~FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~positive~positive~,0~56~79~91~,11~64~85~103~
