Review,AMBIENCE,QUALITY,PRICES,LOCATION,SERVICE
Очень вкусно.,0,1,0,0,0
Десерты очень хороши!!!,0,1,0,0,0
Фроузен парфе просто восторг!,0,1,0,0,0
Бывает конечно что-нибудь «накосячат»...но в этом случае приносят какой-нибудь комплимент.(так было дважды),0,0,0,0,1
Цены чуть выше среднего.,0,0,1,0,0
"Нас встретила очень милая девушка проводила в зал для не курящих,народу было скажем не мало,после прочтенных отзывов ожидала ,что буду сидеть в пустом зале ,но нет, свободных было только два столика у прохода,там мы и сели.",0,0,0,0,1
"Заказала я салат,большую порцию,как ни странно его принесли в большом количестве,из горячего заказала стейк из телятины,мясо было мягким и сочным,и конечно же мое самое любимое это десерт,заказала тирамису,и правильно сделала,очень вкусный десерт.",0,1,0,0,0
Теперь всегда буду его у них есть .,0,1,0,0,0
"Обслуживание мне понравилось ,достаточно быстро все принесли,на столе использованные тарелки не задерживались ,официанты всех оперативно обслуживали ,я специально следила за ними ))),просто хотелось сравнить отзывы с реальностью ,оказалось отзывы были ошибочными ,хотя может мне просто повезло,и все же я туду еще пойду.",0,0,0,0,1
"А на счет интерьера то мне понравился,спокойный непринужденный,все чистенько и аккуратно,без пафоса.",1,0,0,0,0
"К чему нет претензий, так это к меню, интерьеру и пиву.",1,1,0,0,0
Очень уютно (не забывайте - это пивной ресторан с присущей подобному заведению атмосферой).,1,0,0,0,0
"Отличное темное пиво (светлое не пробовал, больше уважаю темное).",0,1,0,0,0
"Оба раза были обслужены крайне вежливо, остались довольны.",0,0,0,0,1
"Может, чуть дольше, чем хотелось бы, но во-первых, тут все зависит не только от официанток, но и от поваров, а во-вторых длительное ожидание было компенсировано вежливостью и внимательностью.",0,0,0,0,1
"Не могу сказать, что во второй раз было несъедобно.",0,1,0,0,0
"Очень вкусная еда (и главное-свежая рыба!), причем совсем недорого, есть возможность разнообразить японское меню европейской кухней.",0,1,1,0,0
"Абсолютно адекватный персонал, приятный интерьер.",1,0,0,0,1
"Единственный минус- иногда приходится долго ждать заказ, и можно не найти свободный столик, но мы последнее время всегда заказываем стол по телефону, и накладок не было. хочется сказать спасибо ресторану.",0,0,0,0,1
Уютная и тёплая домашняя обстановка!,1,0,0,0,0
"Милый и отзывчивый персонал, очень внимательное обслуживание.",0,0,0,0,1
"Еда, стоит ли говорить, что трудно удивить человека, привыкшего и знающего грузинскую кухню.",0,1,0,0,0
"Спасибо персоналу, ему удается создать ощущение, что этот ресторан - особенное место где каждый чувствует себя долгожданным гостем!)))))))))))",0,0,0,0,1
"Атмосфера спокойная и комфортная, интерьер именно такой какой нужно, особо не привлекает внимание, но в целом приятен и ненавящив, очень расслабляет, и музыка этому способствует.",1,0,0,0,0
"официанты очень милые, может потому что уже все знакомые лица, не знаю, так что тут возможно необъективная оценка) но такое впечатление было и в первое посещение.",0,0,0,0,1
Кухня...это нечто.,0,1,0,0,0
"Всё,что я пробовала в этом месте-великолепно!",0,1,0,0,0
"паста - особенно, просто чудо, думаю, нужно попробовать каждому.",0,1,0,0,0
Из десертов стоит попробовать теплый шоколадный торт с ванильным мороженым - очень очень...,0,1,0,0,0
"Кто еще не был в этом месте думаю стоит посетить, и ради панорамного вида, и ради вкусной кухни, и просто чтоб окунуться в расслабляющую обстановку 7-ого неба..",1,1,0,1,0
"Столик заказала заранее,попросила посадить поуютнее-не разочаровали,посадили именно туда куда и хотели.",0,0,0,0,1
"Интерьер очень приятный,играет спокойная музыка.",1,0,0,0,0
"Кухня очень понравилась,особенно мясо (говядина с рукколой) и десерты(грушевый наполеон).",0,1,0,0,0
"С обслуживанием повезло,попалась милая девушка,которая подробно рассказывала и отвечала на все вопросы с улыбкой.",0,0,0,0,1
"Встретили приветливые девушки, спросили забронирован ли столик.",0,0,0,0,1
"Официанты очень приветливые, постоянно смотрят за посетителями, поэтому долго ждать не пришлось, что очень приятно.",0,0,0,0,1
"Меню довольно интересное, больше имеет восточную направленность, но главное по ценам очень демократичное.",0,0,1,0,0
"В первый раз попробовал жареного осьминога, конечно сравнивать не с чем, но мне понравилось)))",0,1,0,0,0
"Интерьер довольно симпатичный, мало освещения, но зато ставятся свечи на стол.",1,0,0,0,0
"Думаю, если стоит задача найти уютное недорогое местечко в районе метро московская, то это наверно один из лучших вариантов.",1,0,1,0,0
"Хачипури немного подкачало, показалось что маловато сыра, хотя наверное на любителя.",0,1,0,0,0
"Салат сочный и вкусный, баранина и овощи очень достойные.",0,1,0,0,0
Сервис оставляет приятное впечатление.,0,0,0,0,1
"Официант ненавязчивы, но учтивый...очень хорошее сочетание.",0,0,0,0,1
"Интерьер к сожалению не оценил...на уровне, но не более, хотя может быть для приятного обеда более и не надо.",1,1,0,0,0
"Особенно хочется выразить признательность администратору, работавшему в эти дни (к сожалению не запомнил имя девушки).",0,0,0,0,1
"Очень хотелось, чтобы родителям понравилось, и сервис оказался выше всяких похвал.",0,0,0,0,1
"Были на 8 марта, приятно удивлены и обслуживанием и кухней!",0,1,0,0,1
"Интерьер похож на первый паб, довольно уютно: диваны, камин.",1,0,0,0,0
"Нас обслуживал молодой человек, и надо сказать, что обслуживал так что уходить потом не хотели)))",0,0,0,0,1
"С шутками, с хорошим настроением, быстро, вкусно и качественно.",0,1,0,0,1
Интерьер не то что оставляет желает лучшего......!!!!! такого я не видела давно.,1,0,0,0,0
"Ладно, первый зал проходной, но там есть столики,надеюсь они всегда пустые... похож на магазин , где стоят холодильники с мороженным!",1,0,0,0,0
"Два других зала нормальные, конечно до хороших) им ползти и ползти..., но вот еда!!!!!",1,1,0,0,0
"Я заказала баклажаны жаренные( в сладком соусе) ...мне есть с чем сравнивать..... я попробовала и очень расстроилась(((( такое г... я ещё не ела, они были пресные(хотя в соусе), а соус!!!! такое ощущение, что туда высморкались все с кухни!!!!!!",0,1,0,0,0
"есть я это не стала, выпила сок ,заказывать побоялась.",0,1,0,0,0
"Как только зашли, нас никто не обязался встретить, на первом этаже, было чье-то день рождение, судя по всему, детское(хотя я не думаю, что Манилов, то заведение, где стоит устраивать детские праздники).",0,0,0,0,1
"Далее мы поднялись на второй этаж, опять же нас никто не встретил, и вообще зал ресторана был пуст, только какая то компания, которая нам разрешила пройти(кто это был, без понятия, или администрация, которая уже начала праздновать 8 марта, то ли очень наглые гости).",0,0,0,0,1
"Через минут 10 подошел официант, принял заказ, заказали коктейли, пасту и греческий салат с курицей.",0,0,0,0,1
"Заказ ждали долго, если учесть, что паста, салат максимум готовятся полчаса, мы ждали час.",0,0,0,0,1
"Когда я спросила у официанта, столько еще ожидать наш заказ, на что прозвучал ответ: ""ну, не знаю может минут через 10, у нас банкет внизу и повара не успевают......."", на что я сказала, что Вас это не оправдывает, или надо было предупредить.",0,0,0,0,1
"По поводу еды, паста была ну ничего, средненько, чуток пересоленная, цезарь был не очень, заветренные и холодные кусочки куриного филе меня не особо вдохновили.",0,1,0,0,0
"Затем мы попросили счет, его так же долго не могли принести, как и заказ.",0,0,0,0,1
"Есть гардероб и приятный гардеробщик,далее открывается вид в зал-хорошая мебель и приятный интерьер ,печально что нет некурящей зоны!",1,0,0,0,1
"Встретили нормально (никакой улыбки на лице администратора при этом не было) ,проводили к столу.",0,0,0,0,1
"Официант не ориентируется в меню,не видит столы,из рук все валится,грязные тарелки стояли по 10 минут на столе и это при неполном зале!!!?",0,0,0,0,1
"Кухня:кушали японскую кухню,вкусная еда и немаленькие порции,подача обычная.",0,1,0,0,0
А еще салат цезарь-тоже вкусно!,0,1,0,0,0
"Проводили всем персоналом,уже с улыбкой и доброжелательным видом!",0,0,0,0,1
"Мы заняли столик, и через 5 минут официант принял у нас заказ.",0,0,0,0,1
"Я взяла себе тирамису, просто обалденный!",0,1,0,0,0
"Такой я пробовала только в Италии, на удивление торт оказался нежный и воздушный, просто пальчики оближешь!",0,1,0,0,0
"А вот вторые блюда ждали мы минут 30 - это, конечно, не есть хорошо, но оно того стоило!",0,0,0,0,1
"Друг заказал стейк рибай, по его словам, он был просто изумительный, а вот подруга заказала себе свиную рульку, она была суховата.",0,1,0,0,0
"Стоит отметить, что цены у них приемлемые, не сказать что очень дорого.",0,0,1,0,0
"Обслуживание, конечно, оставляет желать лучшего, хотелось бы, чтобы официанты работали быстрей, но так как народу было много, мы старались входит в их положение.",0,0,0,0,1
"Зал очень просторный и атмосферный, свободного места предостаточно.",1,0,0,0,0
Удобные столики на небольшую компанию друзей-знакомых.,1,0,0,0,0
"Попробовала палтуса запеченного – хорош, да и красиво смотрится на тарелке.",0,1,0,0,0
"Салат грибной тоже хорош, порция достойная.",0,1,0,0,0
"Кофе-десерт – тоже без претензий, все вкусно.",0,1,0,0,0
На входе нас встретил неприятный молодой человек-администратор.,0,0,0,0,1
Нам предложили присесть на мягких и удобных диванчиках.,1,0,0,0,0
"Конечно не у окна, но вид все же как всегда был прекрасен.",0,0,0,1,0
Буквально через 5 минут к нам подошел любезный официант и принял наш заказ.,0,0,0,0,1
Приблизительно через 15 минут мы уже наслаждались теплым мексиканским салатом и карпаччо из утиной грудки.,0,1,0,0,0
Холодные закуска и салат были великолепны!,0,1,0,0,0
Горячее тоже очень порадовало.,0,1,0,0,0
Официант был всегда внимателен и любезен.,0,0,0,0,1
"Появлялся всегда в тот момент, в который нужно.",0,0,0,0,1
"Не надоедал, ну и не оставлял нас совсем одних.",0,0,0,0,1
"Пришли.....встретили хорошо, посадили за уютный столик в уголке....",1,0,0,0,1
"Официант принёс меню и.......пропал, прошло 20 минут, подруги готовы были уже идти сами на кухню за едой....",0,0,0,0,1
"Наконец наш заказ приняли, вместо свежевыжитого сока принесли обычный из коробки, мартини со льдом, но без щипцов (глядя на предыдущий комментарий могу сказать, что наверно тут так принято)........",0,0,0,0,1
"К столику постоянно приходили разные официанты, может 3 или 4....кому платить чаевые???????????????",0,0,0,0,1
На кухне стоял крик и странный треск...,1,0,0,0,0
"Когда принесли счёт В НЁМ НЕ БЫЛО НАПИСАНО О ВКЛЮЧЁННЫХ ЧАЕВЫХ, но сдачу нам так и не принесли (это тоже здесь видимо норма), а она была не маленькой, уж явно не 10 % от заказа(((",0,0,0,0,1
"Большой ресторан, хорошее и главное довольно выгодное место и кухня очень приличная, но вот обслуживание оставляет желать лучшего....",0,1,0,1,1
"И встретили нас и проводили к столику, а официантка какая была, просто чудо, приветливая, внимательная, но самое главное все в меру, ее не было слишком много, но работу она выполняла на все 100, а то и 200 %.",0,0,0,0,1
"Но, на вкус!!!!!!!!!!!!!!!!!!!!!!!!!!!",0,1,0,0,0
"Нет не то, что было отвратительно, но ни одно юдюдо не было в достаточном смысле хорошоим.",0,1,0,0,0
"То мясо суховато, то рыба не досолена, чего не скажешь о спиртных напитках.",0,1,0,0,0
качество вин тоже порадовало.,0,1,0,0,0
А так как оно удачно расположено - в одном из любимых районов города - добралась я до него быстро.,0,0,0,1,0
"В первый раз мне очень понравилось: народу было не очень много, официантка внимательная, заказ принесла быстро.",0,0,0,0,1
"Меню меня поразило: большой выбор интересных десертов, огромный выбор алкогольных коктейлей...правда, цены далеко не низкие, особенно на горячее и салаты.",0,0,1,0,0
"Чуть выше средних это называется, наверное.",0,0,1,0,0
"А вот в последующие разы я была разочарована: свободных мест почти не бывает, официанты ничего не успевают, десертов в наличии практически не бывает...",1,0,0,0,1
"Но, как бы там ни было, атмосфера этого места мне нравится.",1,0,0,0,0
"Кстати, в последний раз ела пасту 4 сыра и была приятно удивлена вкусом и размером порции)",0,1,0,0,0
"Встретили душевно, здесь нареканий нет и никогда не было, до столика не проводили,не есть минус(оставили право выбора за мной))) ).",0,0,0,0,1
"Дело было вечером, поэтому зажгли свечи, убавили свет и..... господа и дамы, скажу Вам, что там стало настолько уютно, что никогда бы не подумал, что это заведение при дневном свете выглядит как кафе.",1,0,0,0,0
"Короче, приглушенный свет, спокойная музыка, милый и заботливый персонал - сделали свое дело - заставили расслабиться)))).",1,0,0,0,1
Про кухню много говорить не буду - все достойно.,0,1,0,0,0
"""Капрезе"", медальоны,"" Цезарь"", фирменный ролл - особого восторга не произвели, но и нареканий тоже, а это уже не плохо, зато атмосфера (повторюсь) произвела неизгладимое впечатление.",1,1,0,0,0
"Отдельное спасибо Ирине, за ее внимательное и вежливое обслуживание.",0,0,0,0,1
"Кухня радует, а вот обслуживание не очень хорошее.",0,1,0,0,1
"Блюда то ли готовятся долго, то ли их долго несут, хотя народу все 2 раза было немного - казалось бы...",0,0,0,0,1
"Один раз вообще сложилось ощущение, что про нас забыли.",0,0,0,0,1
"Паста вкусная, всем рекомендую.",0,1,0,0,0
"А вот пицца не фонтан - обычная такая, ничего особенного.",0,1,0,0,0
"Не стоит тех денег, которые за неё берут.",0,0,1,0,0
"Начилось все не с очень приятных моментов, т.к когда мы пришли туда, то оказалось что нет свободных столиков и только спустя наверное минут 20 официант все нашел нам подходящий стол.",0,0,0,0,1
"В целом заведение понравилось, и обстановка, и интерьер, и меню.",1,1,0,0,0
"Из плюсов: достаточно быстро обслуживание несмотря на огромное количество людей, хорошая атмосфера(играли диджеи) для субботнего вечера, большой выбор еды и алкогольных напитков(хотя мы так и не поели, но алкоголя было выпито много))).",1,0,0,0,1
"Минусы: показалось, что слишком громко играла музыка; отсутствие подсветки над столом(хотя над некоторыми другими свет все же был), из-за чего пришлось подсвечивать меню телефоном и наверное главный минус для меня-это то, что в таком большом заведении не оказалось место для гардероба, вследствие чего наши куртки постоянно падали на пол с дивана.",1,0,0,0,0
"За наш стол попросили депозит 5 тыс, но для большой компании это не так уж много, мы, например, оставили там 8 тыс.",0,0,0,0,1
"Ну и приятная мелочь в конце, попросили у официанта дисконтную карту и он нам ее дал.",0,0,0,0,1
"Обслуживанием очень довольны, скатерти меняют после каждого посетителя, все очень чисто.",0,0,0,0,1
"Официанты очень подготовленные, могут рассказать, что из чего готовиться, как подаётся.",0,0,0,0,1
Всё вкусно!,0,1,0,0,0
И поэтому готовят очень долго!,0,0,0,0,1
"Закуски и салаты приносят быстро, а горячее нужно ждать.",0,0,0,0,1
За ожидание нам принесли комплимент - мороженое для ребенка.,0,0,0,0,1
Очень вкусно!,0,1,0,0,0
"Я был в этом БАРЕ 28.10.09, могу сказать что обслуживание ни чем особенным не выделяеться, пиво стоит достаточно дорого да потом пиво ""Береста светлое "" 220р мне не очень понравилось, но вот закуски к пиву мне очень понравились и надо отметить что их большой выбор с преобладанием мясных, что для меня лично очень важно.",0,1,1,0,1
"Встретили, предложили выбрать столик, народу было немного, атмосфера приятная.",1,0,0,0,1
"Сразу подошла официантка, с темными волосами, к сожалению имя не запомнил, обслуживание в ресторане отличное, тут ничего не скажешь!",0,0,0,0,1
"На мою просьбу помочь выбрать блюдо, девушка с радостью предложила нам пару салатиков и горячее, готовили все очень быстро и все блюда были обалденно вкусными.",0,1,0,0,1
"Очень рад что приехал сюда, хоть и находится далековато,но я ни разу не пожалел, буду советовать всем своим друзьям это заведение.",0,0,0,1,0
"Здесь чудесные роллы, а так же есть и большой выбор других блюд европейской кухни.",0,1,0,0,0
"Таких роллов как в этом кафе я не встречал больше ни где, езжу сюда специально из другого конца города, но это оправдывает, в целом заведение не плохое примерно год назад без заказа столика мест было не найти и это даже по будним дням, сейчас места практически всегда есть, а летом ещё и помогает веранда.",1,1,0,0,0
"По ценам могу сказать так если поесть и роллы и ещё какое-нибудь блюдо,десерт, холодные напитки то получиться 1450-1750р с человека, но столько еды не каждый может съесть поэтому оринтироваться на большой аппетит, а так может и 750 р. хватить вполне.",0,0,1,0,0
Посещаю это место уже в течении двух лет качество еды и обслуживания не меняется а постоянство признак професссионализма.,0,1,0,0,1
"Достаточно однообразная еда как и во многих других китайских ресторанах (что рыба, что мясо - всё на один вкус, всё с одним и тем же соусом), всё конечно съедобное, но не сказать, что очень вкусное.",0,1,0,0,0
"Из десертов мне очень понравилось мороженое с сыром гарганзолла (но это, естественно, не их приготовления) 2)",0,1,0,0,0
"Всё зависит от официанта, есть приветливые, а есть и не очень. 3)",0,0,0,0,1
"Интерьер довольно бедненький, на полу какой-то линолиум.",1,0,0,0,0
Музыка слишком громкая и навязчивая.,1,0,0,0,0
Играет Русское радио - и это ужасно!,1,0,0,0,0
"Из плюсов можно отметить только то, что в этом заведении всегда мало народу, всегда есть много свободных мест.",1,0,0,0,0
"Зашла в ресторан первое впечатление отличное, но правда, что сразу не понравилось это то, что заранее заказали столик у окна, но нас посадили в самое ужасное место!",0,0,0,0,1
"Официанты очень приятные, не навязчивые, сервис отличный!",0,0,0,0,1
"Что касается кухни, честно, мне не понравилось((",0,1,0,0,0
"мясо ждали минут30, если не больше....",0,0,0,0,1
"интерьер отлиный, персонал тоже, но кухня не вкусная",1,1,0,0,1
"Персонал мне понравился, официантка была очень приятной, общительной и доброжелательной, по нашей просьбе без проблем сфотографировала нас, еду приносила быстро, лишнии тарелки тоже не задерживалаись на столе.",0,0,0,0,1
В гардеробе дядечка тоже очень вежливый и все остальные кого видели из персонала произвели приятное впечатление. 2.,0,0,0,0,1
"Зал большой, мебель приличная, большой телевизор на стене удобно смотреть с любого столика наверно. 3.",1,0,0,0,0
"Заказали виски - виски нормальное, понравилось.",0,1,0,0,0
Претензий к качеству блюд нету.,0,1,0,0,0
"Ничего суперского, но на уровне.",0,1,0,0,0
"Как и большинству знакомых, посетивших данное место, понравился интерьер, очень располагает к дружескому, теплому общению.",1,0,0,0,0
"Персонал приветливый, отзывчивый.",0,0,0,0,1
Еда на уровне и что порадовало--порции большие)),0,1,0,0,0
"Если говорить о минусах этого ресторана, очень людно и если хотите туда попасть вечером, то обязательно заказывайте стол заранее.",1,0,0,0,0
"Интерьер впечатляющий, очень добротно, красиво, стильно.",1,0,0,0,0
"Столики, что особенно понравилось, расставлены удаленно друг от друга, посетители не мешают друг другу, их не видно и не слышно, создается эдакий уединенный комфорт.",1,0,0,0,0
Обслуживание великолепное!,0,0,0,0,1
"Но обслуживал по высшему классу: предупредителен, корректен, ненавязчив.",0,0,0,0,1
"Кухня на высоте: салаты необычны, вкусны, порции весьма приличные по размеру.",0,1,0,0,0
Горячее - обалденное.,0,1,0,0,0
"Медальоны из телятины потрясающи, мясо тает во рту, соус очень вкусный.",0,1,0,0,0
Утка в апельсиновом соусе тоже удалась на славу.,0,1,0,0,0
"Десерт, бизе со сливками и фруктами, тоже оказалось неплохим, хотя и в самом конце трапезы - устали есть:)",0,1,0,0,0
"Официантка попалась хорошая: внимательная, без оценивающих взглядов, и ждать часами её не приходилось.",0,0,0,0,1
"Сервис в Террасе не плохой, но раз на раз не приходится.",0,0,0,0,1
"Кухня, как всегда, на уровне.",0,1,0,0,0
Салаты и паста просто потрясающие.,0,1,0,0,0
"Алкоголь, действительно, вкусный.)",0,1,0,0,0
Цены приемлемые.,0,0,1,0,0
"Сегодня с подругой посетил данное заведение! очень всё понравилось,обслуживание порадовало еще при входе,доброжелательная и улыбчивая администратор Екатерина встретила нас и посадила за очень хороший столик,откуда открывался отличный вид.",1,0,0,1,1
Обслуживала нас очень приятная девушка-официант.,0,0,0,0,1
"Заказывали фондю,обслуживали нас очень оперативно и что порадовало это не сказалось на качестве блюда.",0,1,0,0,1
"Официант и весь обслуживающий персонал,отлично знает своё дело.",0,0,0,0,1
Молодцы.,0,0,0,0,1
"Недовольных не осталось, всем очень понравилась кухня!",0,1,0,0,0
"Большие порции, интересные салаты и горячее, все было очень сытно и вкусно за сравнительно небольшую цену!",0,1,1,0,0
Очень приятное ненавязчивое обслуживание!,0,0,0,0,1
Отдельное спасибо администратору Сергею!,0,0,0,0,1
И какой восхитительный был торт!,0,1,0,0,0
Уютно и по-домашнему!,1,0,0,0,0
"Интерьер приятный, помещение не большое, но очень уютное.",1,0,0,0,0
Отдельно хочется отметить работу официанта в вопросе обслуживания.,0,0,0,0,1
"Все делал быстро, качественно а главное незаметно!!!! правда один раз вино все таки пролил.",0,0,0,0,1
"Готовиться оно 1,5 часа но очень вкусно!",0,1,0,0,0
"Вообще все блюда кот. мы заказывали были приготовлены из свежих качественных продуктов.так что подведя итог скажу что там действительно можно вкусно поесть, но когда расплачивались по счету, официант просто не принес обратно сдачу!!!!!!!",0,1,0,0,1
Видимо он посчитал что 1000 руб сдачи мы решили оставить ему на чай!,0,0,0,0,1
"И даже когда пытались его подозвать, чтобы он собрал нам оставшиеся блюда с собой, лн просто отворачивался и уходил в другой конец зала.",0,0,0,0,1
"Очень нравится спокойная атмосфера, тихая фоновая музыка не мешает беседе, всегда есть свободный столик.",1,0,0,0,0
"Мне гораздо спокойнее и уютнее есть в заведении, где не толпится народ, нет шума и беготни.",1,0,0,0,0
"Кухня тоже очень нравится, если брать японскую кухню в Петербурге.",0,1,0,0,0
"Очень приемлемо, по более чем приемлемым ценам.",0,0,1,0,0
Рыба опасения не вызывает.,0,1,0,0,0
"Конечно, хотелось бы чуть больше ассортимента роллов, но те, что есть, очень нравятся.",0,1,0,0,0
Супы просто супер всегда!!,0,1,0,0,0
И очень хороши свежевыжатые соки.,0,1,0,0,0
"Драники с беконом очень вкусные и порция прямо настоящая ""мужская"".",0,1,0,0,0
С обслуживанием нам везет.,0,0,0,0,1
"Как-то раз попали на неопытную официантку, которой остались недовольны, но больше ее не видели.",0,0,0,0,1
"Обычно все делают быстро, не оставляют без внимания, предупреждают, если что-то из меню придется ждать.",0,0,0,0,1
"В первый раз нам пришлось ждать полчаса, за что получили скидочную карту.",0,0,0,0,1
"Скидки предоставляют всегда, даже если карты нет с собой (находят по фамилии).",0,0,1,0,0
"В общем обслуживанием довольны, ненавязчиво, но внимательно.",0,0,0,0,1
"Это единственное место в Петербурге, где я спокойно ем суши и роллы, не смотря на беременность.",0,1,0,0,0
"Но друзья позвали. и я не пожалела! внутри очень здорово!мест мало, даже не знаю, плюс это или минус.буквально 5-6 столиков, ну и барная стойка) очень уютно) самый классный- столик в конце зала, в уголке, с диваном и подушками)",1,0,0,0,0
"интерьер мне понравился. в светлых тонах, висят картины, занавесочки из то ли бисера, то ли ещё чего)",1,0,0,0,0
барная карта хорошая. есть из чего выбрать. правда цены на кальян мне завышенными показались..,0,0,1,0,0
"Выбор еды небольшой. заказывала тарелку фруктов и салат ( честно, не помню название). всё как на картинке-красииво)). но опять же, вот и минус маленького помещения.",1,0,0,0,0
"еду ждать минут 15, не меньше. и так как бармен один-то и напитки тоже приносят по мере приготовления каждому.. а вот и плюс бара)",0,0,0,0,1
"Сервис! точнее отношение бармена к посетителям. каждого встретит, проводит) здорово) вообщем!",0,0,0,0,1
"место отличное! посидеть с друзьями вечером самое то! да и просто придти,хоть одной/одному, тоже нормально! садишься за барную стойку и ведёшь душевные разговоры с приветливым барменом)",1,0,0,0,1
Мы и наши гости остались очень довольны обслуживанием и вкусно приготовленными блюдами.,0,1,0,0,1
"В ресторане спокойная, уютная атмосфера.",1,0,0,0,0
Особенно мне понравилось как вкусно был приготовлен десерт тирамису.,0,1,0,0,0
Такого вкусного десерта я не ела ни в одном ресторане.,0,1,0,0,0
"Интерьер в нашем зале нам понравился - уютно, красивая мебель.",1,0,0,0,0
"Меню не очень большое, цены среднегородские.",0,0,1,0,0
"Несколько удивило огромное количество обслуживающего персонала в пересчете на кв.м. и посетителя, наш стол обслуживало двое, хотя нас было за столом всего 5 чел.",0,0,0,0,1
"По залам постоянно ходит персонал, у входа стоит несколько ""встречающих"".",0,0,0,0,1
"По качеству салатов претензий не было, а вот десерты не впечатлили, нам показалось, что готовятся они не в ресторане.",0,1,0,0,0
Ресторан огромный!! но при этом очень уютный и действительно МНОГО места!,1,0,0,0,0
"столики не стоят впритык, думаю, даже при большом количестве народа посетители не чувствуют себя селедками в бочке (мы были во вторник, было совсем просторно).",1,0,0,0,0
Местное пиво понравилось сразу))),0,1,0,0,0
"Малиновое ""Аптекарское"" - очень оригинально!",0,1,0,0,0
"Обслуживание замечательное! все вовремя, напитки - практически моментально! милая девушка Анна нам все рассказала и дала дельные советы по меню, четко и быстро.",0,0,0,0,1
"Было очень приятно пообщаться с ней, спасибо!",0,0,0,0,1
"Салаты вкусные, свинина с сыром Фета, фисташками и грибным соусом - это просто восторг!!!",0,1,0,0,0
"Паста с морепродуктами в пергаменте - очень оригинально, шикарный томатный соус, тонкий вкус, веточки тимьяна - очень пикантно!",0,1,0,0,0
Встретили с улыбкой.,0,0,0,0,1
Милая девушка принесла меню.,0,0,0,0,1
"М-м-м, какой великолепный салат!",0,1,0,0,0
Такой я еще не пробовал.,0,1,0,0,0
А суп даже лучше.,0,1,0,0,0
Очень необычный.,0,1,0,0,0
"Каре баранины буду, еще раз буду.",0,1,0,0,0
"Да, спасибо повару большое.",0,1,0,0,0
Так держать!,0,1,0,0,0
Было вкусно!,0,1,0,0,0
"Интерьер красивый, все со вкусом.",1,0,0,0,0
"Цвет, гамма, стулья — все красиво и удобно.",1,0,0,0,0
Как в королевстве.,1,0,0,0,0
Сервис хороший.,0,0,0,0,1
"Да, неплохой интерьер, неплохая кухня... но все остальное просто ужас.",1,1,0,0,0
Во-первых такого отвратительного обслуживания я не видела нигде.,0,0,0,0,1
"На весь ресторан работала одна официантка, что само по себе странно.",0,0,0,0,1
"Если бы она просто не справлялась с обилием заказов, то еще как то извинительно, но она не очень то и старалась.",0,0,0,0,1
"Например вино нам несли 20 мин., курить мы выходили на улицу, где для этого стоят кресла и столик, попросили ее принести пепельницу... она пообещала, но до конца нашего застолья так этого и не сделала.",0,0,0,0,1
